Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Wade Meckler","LAA",3,7,8,4,3,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0.571428571,"Wade Meckler",31490,685133
"Orlando Arcia","MIN",3,11,11,6,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.545454545,"Orlando Arcia",13185,606115
"Gabriel Gonzalez","MIN",1,2,4,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.5,"Gabriel Gonzalez",28833,694224
"Thomas Troy","ARI",1,4,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,"Thomas Troy",33279,694371
"Michael Stefanic","ATH",2,5,5,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.4,"Michael Stefanic",25353,683021
"Bryan Torres","STL",2,8,10,3,2,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0.375,"Bryan Torres",21464,663494
"Chadwick Tromp","ATL",5,11,12,4,4,0,0,0,1,2,0,0,3,0,0,1,0,0,0,0.363636363,"Chadwick Tromp",16953,644433
"Daniel Susac","SFG",17,45,49,16,12,3,1,0,2,9,4,0,11,0,0,0,1,0,1,0.355555555,"Daniel Susac",31441,691740
"Ryan Waldschmidt","ARI",16,51,57,18,13,4,1,0,9,7,5,0,16,0,0,0,0,5,1,0.352941176,"Ryan Waldschmidt",35061,814439
"Blake Dunn","CIN",13,37,40,13,9,2,1,1,9,2,3,0,9,0,0,0,0,2,0,0.351351351,"Blake Dunn",29487,694362
"Jared Young","NYM",11,20,23,7,5,2,0,0,2,2,2,0,3,0,1,0,0,0,0,0.35,"Jared Young",20404,676724
"Carlos Cortes","ATH",42,123,142,43,29,8,1,5,13,17,16,0,14,2,1,0,4,1,0,0.349593495,"Carlos Cortes",21842,666126
"Taylor Trammell","HOU",10,29,33,10,8,1,1,0,4,4,4,0,9,0,0,0,0,1,0,0.344827586,"Taylor Trammell",19960,666211
"Otto Lopez","MIA",53,208,221,70,50,14,2,4,30,21,8,0,36,3,2,0,5,8,3,0.336538461,"Otto Lopez",19608,672640
"José Azocar","ATL",9,15,16,5,3,2,0,0,1,0,1,0,3,0,0,0,0,1,0,0.333333333,"Jose Azocar",18821,640492
"Omar Martinez","LAA",5,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,"Omar Martinez",25369,683079
"Ryan Ward","LAD",2,6,6,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333,"Ryan Ward",27449,669899
"Tyler Black","MIL",9,27,28,9,5,4,0,0,2,7,1,0,7,0,0,0,1,0,0,0.333333333,"Tyler Black",29949,672012
"Jordan Lawlar","ARI",6,18,20,6,4,1,0,1,3,2,1,0,6,1,0,0,0,1,0,0.333333333,"Jordan Lawlar",29976,691783
"Dominic Smith","ATL",42,110,118,36,26,4,1,5,17,23,4,0,19,1,2,1,2,0,0,0.327272727,"Dominic Smith",15653,642086
"Troy Johnston","COL",49,157,175,51,36,13,0,2,19,23,15,0,37,2,0,1,2,2,2,0.324840764,"Troy Johnston",26143,687859
"Mickey Gasper","BOS",13,37,39,12,10,2,0,0,4,2,0,0,9,1,0,1,0,0,1,0.324324324,"Mickey Gasper",24759,681508
"Colby Thomas","ATH",16,34,37,11,8,2,0,1,4,5,2,0,9,0,0,1,0,0,0,0.323529411,"Colby Thomas",31855,687515
"Brandon Marsh","PHI",49,175,188,56,41,9,2,4,27,22,9,1,41,1,3,0,2,4,1,0.32,"Brandon Marsh",20202,669016
"Luis Arraez","SFG",50,197,219,63,49,9,3,2,25,18,13,2,9,2,3,4,3,4,0,0.319796954,"Luis Arraez",18568,650333
"Justin Foscue","TEX",15,44,49,14,9,3,0,2,5,7,3,0,15,1,1,0,1,0,0,0.318181818,"Justin Foscue",27501,679822
"Endy Rodríguez","PIT",7,19,25,6,5,1,0,0,3,2,6,0,6,0,0,0,0,0,0,0.315789473,"Endy Rodriguez",25332,682848
"Yandy Díaz","TBR",47,181,206,57,40,8,1,8,27,33,17,3,24,7,1,0,5,1,0,0.314917127,"Yandy Diaz",16578,650490
"Xavier Edwards","MIA",54,201,229,63,45,9,3,6,38,19,27,1,26,0,0,1,5,6,2,0.313432835,"Xavier Edwards",22266,669364
"Yohendrick Piñango","TOR",23,67,71,21,16,4,0,1,5,10,4,0,12,0,0,0,1,0,0,0.313432835,"Yohendrick Pinango",26664,682818
"Riley Greene","DET",54,193,223,60,41,15,0,4,30,24,28,0,61,2,0,0,3,1,1,0.310880829,"Riley Greene",25976,682985
"Nick Gonzales","PIT",47,172,189,53,45,8,0,0,21,21,13,0,33,3,1,0,5,3,2,0.308139534,"Nick Gonzales",27490,693304
"Ryan Vilade","TBR",29,65,77,20,14,3,1,2,8,14,9,0,13,0,2,1,1,2,0,0.307692307,"Ryan Vilade",22165,668723
"Ildemaro Vargas","ARI",45,179,189,55,38,8,2,7,29,32,7,1,18,1,0,1,3,1,0,0.307262569,"Ildemaro Vargas",13324,545121
"Alejandro Osuna","TEX",27,62,76,19,17,2,0,0,8,7,9,0,12,5,0,0,0,1,2,0.306451612,"Alejandro Osuna",27915,696030
"Shea Langeliers","ATH",48,197,221,60,36,12,0,12,35,27,20,1,45,3,1,0,4,0,0,0.304568527,"Shea Langeliers",25816,669127
"Alex Call","LAD",23,46,58,14,10,4,0,0,11,9,10,0,7,1,1,0,1,0,1,0.304347826,"Alex Call",19296,669743
"Nick Sogard","BOS",7,23,28,7,5,1,1,0,2,2,5,0,4,0,0,0,1,0,0,0.304347826,"Nick Sogard",25483,686765
"William Contreras","MIL",47,188,210,57,45,8,0,4,28,30,20,2,24,1,1,0,4,1,1,0.303191489,"William Contreras",20503,661388
"Drake Baldwin","ATL",48,188,216,57,38,6,0,13,39,38,24,1,44,3,1,0,6,1,1,0.303191489,"Drake Baldwin",31539,686948
"Josh Jung","TEX",48,182,199,55,36,14,0,5,22,21,14,0,29,2,1,0,8,1,1,0.302197802,"Josh Jung",26299,673962
"Jordan Walker","STL",50,192,215,58,32,11,0,15,37,42,20,0,55,2,1,0,3,7,3,0.302083333,"Jordan Walker",27475,691023
"Corbin Carroll","ARI",49,176,208,53,26,12,8,7,34,28,28,1,48,2,2,0,1,6,1,0.301136363,"Corbin Carroll",25878,682998
"Jorge Mateo","ATL",32,60,64,18,13,3,0,2,17,6,4,0,21,0,0,0,1,6,1,0.3,"Jorge Mateo",17273,622761
"Yordan Alvarez","HOU",53,190,229,57,31,11,0,15,31,31,34,7,38,4,1,0,2,1,0,0.3,"Yordan Alvarez",19556,670541
"Andrew Vaughn","MIL",15,47,55,14,9,4,0,1,8,7,6,0,5,2,0,0,2,0,0,0.29787234,"Andrew Vaughn",26197,683734
"Nick Allen","HOU",25,37,41,11,9,1,0,1,9,2,3,0,6,1,0,0,1,1,0,0.297297297,"Nick Allen",22277,669397
"Austin Martin","MIN",47,138,165,41,30,9,0,2,19,15,23,0,25,3,1,0,4,7,4,0.297101449,"Austin Martin",27462,668885
"Carson Kelly","CHC",39,125,142,37,29,6,0,2,17,17,15,0,26,2,0,0,3,0,0,0.296,"Carson Kelly",13620,608348
"Casey Schmitt","SFG",45,169,183,50,29,9,1,11,25,29,7,0,36,5,2,0,2,3,1,0.295857988,"Casey Schmitt",27577,669477
"Bobby Witt Jr.","KCR",53,210,235,62,40,14,1,7,25,23,23,2,41,0,2,0,6,16,3,0.295238095,"Bobby Witt Jr.",25764,677951
"Ryan Jeffers","MIN",37,122,147,36,21,7,1,7,26,26,23,0,23,1,1,0,2,1,0,0.295081967,"Ryan Jeffers",24618,680777
"Ernie Clement","TOR",52,200,209,59,39,17,0,3,20,18,8,0,18,0,1,0,4,2,0,0.295,"Ernie Clement",20352,676391
"Starling Marte","KCR",21,51,57,15,12,3,0,0,3,2,4,0,16,1,1,0,1,0,1,0.294117647,"Starling Marte",9241,516782
"P.J. Higgins","CIN",8,17,21,5,5,0,0,0,1,3,1,0,7,0,1,2,0,0,0,0.294117647,"P.J. Higgins",18433,664731
"Juan Soto","NYM",37,136,159,40,25,4,1,10,22,21,22,5,24,0,1,0,1,5,1,0.294117647,"Juan Soto",20123,665742
"Brandon Lockridge","MIL",28,85,96,25,21,4,0,0,9,12,10,0,25,0,0,1,0,5,0,0.294117647,"Brandon Lockridge",21496,663604
"Jhostynxon Garcia","PIT",5,17,18,5,5,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0.294117647,"Jhostynxon Garcia",28142,691373
"Travis Bazzana","CLE",24,85,100,25,20,2,0,3,11,10,13,1,17,2,0,0,0,7,2,0.294117647,"Travis Bazzana",34967,683953
"Alec Burleson","STL",50,194,219,57,37,13,0,7,25,35,21,2,34,2,2,0,6,2,0,0.293814432,"Alec Burleson",27615,676475
"Wilyer Abreu","BOS",51,198,219,58,41,10,1,6,23,20,20,1,43,0,1,0,6,3,1,0.292929292,"Wilyer Abreu",23772,677800
"Jacob Wilson","ATH",39,161,168,47,36,8,0,3,18,19,5,0,20,0,1,1,4,2,0,0.291925465,"Jacob Wilson",33266,805779
"Randy Arozarena","SEA",54,192,226,56,36,14,1,5,36,22,23,0,53,8,3,0,4,14,2,0.291666666,"Randy Arozarena",19290,668227
"Brice Turang","MIL",47,175,215,51,32,11,1,7,41,30,37,2,47,0,1,2,4,9,2,0.291428571,"Brice Turang",22186,668930
"Eloy Jiménez","TOR",12,31,35,9,9,0,0,0,2,3,3,0,7,0,1,0,1,0,0,0.29032258,"Eloy Jimenez",17484,650391
"Nick Kurtz","ATH",52,186,239,54,34,11,1,8,35,37,51,6,69,2,0,0,2,6,1,0.29032258,"Nick Kurtz",35110,701762
"Jackson Chourio","MIL",17,76,80,22,14,7,0,1,7,5,4,0,23,0,0,0,0,3,0,0.289473684,"Jackson Chourio",28806,694192
"Ryan O'Hearn","PIT",44,159,182,46,33,6,0,7,27,29,19,1,34,2,2,0,10,1,0,0.289308176,"Ryan O'Hearn",16442,656811
"Michael Harris II","ATL",51,180,189,52,36,5,0,11,23,29,7,0,37,1,1,0,1,3,0,0.288888888,"Michael Harris II",25931,671739
"CJ Abrams","WSN",53,194,228,56,32,11,2,11,33,45,24,2,44,7,3,0,3,7,4,0.288659793,"CJ Abrams",25768,682928
"Luis Campusano","SDP",18,52,58,15,5,7,0,3,9,10,5,0,15,1,0,0,0,0,0,0.288461538,"Luis Campusano",22217,669134
"Elly De La Cruz","CIN",52,208,231,60,35,12,1,12,37,35,21,0,65,1,1,0,2,9,5,0.288461538,"Elly De La Cruz",26668,682829
"Vladimir Guerrero Jr.","TOR",53,188,223,54,44,7,0,3,32,22,28,3,23,4,3,0,6,4,1,0.287234042,"Vladimir Guerrero Jr.",19611,665489
"Kyle Farmer","ATL",10,14,15,4,3,1,0,0,2,3,0,0,4,0,1,0,0,0,0,0.285714285,"Kyle Farmer",14813,571657
"Aramis Garcia","ARI",4,7,7,2,2,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0.285714285,"Aramis Garcia",16925,605244
"Ryan Mountcastle","BAL",8,14,15,4,3,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0.285714285,"Ryan Mountcastle",18373,663624
"Brayan Rocchio","CLE",52,168,194,48,36,7,1,4,24,27,19,0,23,4,1,2,3,9,4,0.285714285,"Brayan Rocchio",23690,677587
"Max Schuemann","NYY",10,14,19,4,2,2,0,0,4,1,5,0,4,0,0,0,0,2,2,0.285714285,"Max Schuemann",24488,680474
"Joey Wiemer","WSN",32,70,83,20,11,5,1,3,16,12,12,0,29,1,0,0,2,1,0,0.285714285,"Joey Wiemer",27690,686894
"Deyvison De Los Santos","MIA",3,7,7,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.285714285,"Deyvison De Los Santos",27969,691277
"Henry Bolte","ATH",11,35,42,10,8,2,0,0,3,4,6,0,9,0,1,0,0,3,2,0.285714285,"Henry Bolte",31448,703607
"Colt Emerson","SEA",7,21,24,6,2,3,0,1,3,4,2,0,6,1,0,0,1,0,0,0.285714285,"Colt Emerson",33575,806068
"Chandler Simpson","TBR",49,193,208,55,49,2,4,0,26,12,10,0,21,0,2,3,1,14,7,0.284974093,"Chandler Simpson",31912,802415
"Jake Bauers","MIL",44,158,175,45,28,10,0,7,28,29,16,3,38,1,0,0,2,4,1,0.284810126,"Jake Bauers",15194,641343
"TJ Rumfield","COL",53,190,212,54,37,9,1,7,22,27,18,0,32,3,1,0,1,0,0,0.284210526,"TJ Rumfield",29805,681198
"Michael Conforto","CHC",32,67,80,19,8,8,0,3,11,11,12,0,21,0,1,0,1,0,0,0.283582089,"Michael Conforto",16376,624424
"Ben Rice","NYY",48,170,199,48,22,10,0,16,36,33,25,2,48,2,2,0,5,2,0,0.282352941,"Ben Rice",29576,700250
"Andy Pages","LAD",53,195,215,55,35,9,0,11,30,45,15,0,44,2,3,0,5,6,1,0.282051282,"Andy Pages",24816,681624
"Kevin McGonigle","DET",52,195,228,55,38,12,2,3,32,19,31,0,30,2,0,0,0,8,0,0.282051282,"Kevin McGonigle",33572,805808
"Willson Contreras","BOS",50,178,210,50,31,6,2,11,25,33,21,0,54,8,3,0,6,1,0,0.280898876,"Willson Contreras",11609,575929
"Ezequiel Duran","TEX",44,139,154,39,23,11,1,4,21,24,12,0,36,0,2,1,1,4,1,0.280575539,"Ezequiel Duran",23733,677649
"Miguel Andujar","SDP",41,150,155,42,23,12,2,5,17,17,4,1,26,1,0,0,5,1,2,0.28,"Miguel Andujar",15878,609280
"Mickey Moniak","COL",43,150,164,42,19,9,2,12,21,28,10,0,40,3,1,0,3,1,0,0.28,"Mickey Moniak",19956,666160
"Ty France","SDP",32,86,90,24,14,3,2,5,10,16,3,0,18,1,0,0,2,1,1,0.279069767,"Ty France",17982,664034
"Colt Keith","DET",49,147,157,41,33,8,0,0,18,7,8,0,34,1,1,0,3,1,0,0.278911564,"Colt Keith",27899,690993
"Carlos Correa","HOU",32,122,141,34,23,8,0,3,22,16,18,1,26,0,1,0,5,1,0,0.278688524,"Carlos Correa",14162,621043
"Trevor Larnach","MIN",41,122,146,34,24,7,1,2,22,14,22,1,25,2,0,0,3,2,1,0.278688524,"Trevor Larnach",21501,663616
"Jesús Sánchez","TOR",51,151,165,42,28,9,0,5,17,23,7,1,32,3,4,0,3,1,0,0.278145695,"Jesus Sanchez",19913,660821
"Ceddanne Rafaela","BOS",50,169,187,47,32,9,2,4,21,20,12,0,40,6,0,0,6,3,4,0.278106508,"Ceddanne Rafaela",24262,678882
"Hunter Feduccia","TBR",28,54,65,15,12,2,0,1,8,6,7,0,20,1,1,2,1,0,0,0.277777777,"Hunter Feduccia",23372,676439
"Teoscar Hernández","LAD",48,173,196,48,33,8,0,7,29,31,19,1,53,2,2,0,6,1,0,0.277456647,"Teoscar Hernandez",13066,606192
"Oswald Peraza","LAA",48,137,152,38,25,6,1,6,15,14,9,0,36,5,0,1,3,5,1,0.277372262,"Oswald Peraza",22823,672724
"Jake McCarthy","COL",43,119,133,33,21,7,3,2,13,19,8,0,21,1,2,3,1,9,2,0.277310924,"Jake McCarthy",21622,664983
"Joey Loperfido","HOU",20,58,66,16,11,5,0,0,7,7,6,0,19,1,1,0,0,1,1,0.275862068,"Joey Loperfido",29630,694388
"Liam Hicks","MIA",51,167,191,46,31,4,0,11,25,44,16,1,18,4,4,0,0,1,0,0.275449101,"Liam Hicks",29844,689414
"Ryan Kreidler","MIN",13,40,45,11,6,2,0,3,8,8,5,0,13,0,0,0,2,0,2,0.275,"Ryan Kreidler",25867,668952
"A.J. Ewing","NYM",13,40,50,11,9,0,1,1,6,4,8,0,16,0,0,2,0,3,3,0.275,"A.J. Ewing",33656,805999
"Nolan Arenado","ARI",49,164,186,45,27,11,0,7,26,27,16,0,34,4,2,0,5,1,0,0.274390243,"Nolan Arenado",9777,571448
"Cody Bellinger","NYY",52,186,223,51,29,13,3,6,32,32,34,0,28,0,3,0,2,5,3,0.274193548,"Cody Bellinger",15998,641355
"Ozzie Albies","ATL",54,208,232,57,41,8,0,8,35,27,17,0,28,3,4,0,2,0,3,0.274038461,"Ozzie Albies",16556,645277
"Spencer Horwitz","PIT",48,146,176,40,27,7,1,5,18,23,25,0,24,2,3,0,7,1,0,0.273972602,"Spencer Horwitz",26477,687462
"Brendan Donovan","SEA",25,84,101,23,15,4,1,3,9,8,11,0,15,5,1,0,0,1,1,0.273809523,"Brendan Donovan",24679,680977
"Bryce Harper","PHI",53,190,221,52,29,10,1,12,31,32,28,2,39,0,3,0,5,4,2,0.27368421,"Bryce Harper",11579,547180
"Griffin Conine","MIA",11,22,25,6,3,1,0,2,6,4,2,0,6,1,0,0,0,2,0,0.272727272,"Griffin Conine",21626,665052
"Sam Antonacci","CHW",35,110,132,30,22,5,2,1,20,10,9,0,18,10,1,2,1,5,4,0.272727272,"Sam Antonacci",35101,803011
"Shohei Ohtani","LAD",52,184,230,50,30,11,1,8,33,28,38,6,52,4,3,0,3,6,2,0.27173913,"Shohei Ohtani",19755,660271
"Spencer Steer","CIN",50,177,197,48,31,10,0,7,29,18,16,0,39,3,1,0,5,3,0,0.27118644,"Spencer Steer",26323,668715
"JJ Bleday","CIN",24,85,101,23,10,6,1,6,14,20,15,1,17,0,1,0,0,1,1,0.270588235,"JJ Bleday",26368,668709
"Brandon Nimmo","TEX",50,196,221,53,35,10,2,6,22,18,20,1,44,4,1,0,4,1,1,0.270408163,"Brandon Nimmo",12927,607043
"Samuel Basallo","BAL",42,145,159,39,24,7,1,7,19,19,13,1,43,0,1,0,1,0,0,0.268965517,"Samuel Basallo",28824,694212
"Jonny DeLuca","TBR",41,119,125,32,19,11,0,2,17,19,5,0,26,0,0,1,5,6,2,0.268907563,"Jonny DeLuca",26365,676356
"Junior Caminero","TBR",50,190,219,51,33,5,0,13,32,27,28,2,35,0,1,0,8,0,2,0.268421052,"Junior Caminero",28163,691406
"Jung Hoo Lee","SFG",48,179,193,48,34,10,1,3,20,17,10,0,22,2,2,0,3,0,0,0.268156424,"Jung Hoo Lee",33824,808982
"Nathaniel Lowe","CIN",38,112,123,30,14,8,0,8,14,23,11,0,31,0,0,0,0,0,0,0.267857142,"Nathaniel Lowe",19566,663993
"Ben Williamson","TBR",39,112,127,30,23,6,1,0,19,14,14,0,24,0,0,1,3,4,1,0.267857142,"Ben Williamson",33197,810938
"Jeff McNeil","ATH",50,161,183,43,32,9,0,2,15,15,16,1,26,3,2,1,3,1,2,0.267080745,"Jeff McNeil",15362,643446
"Iván Herrera","STL",51,191,234,51,32,12,1,6,31,25,31,4,39,10,2,0,6,2,0,0.267015706,"Ivan Herrera",20599,671056
"Heliot Ramos","SFG",44,165,176,44,27,12,1,4,19,20,10,1,47,0,1,0,1,0,0,0.266666666,"Heliot Ramos",22515,671218
"Braden Shewmake","HOU",22,60,63,16,11,2,0,3,7,7,1,0,11,0,0,2,0,0,0,0.266666666,"Braden Shewmake",25817,669699
"Daylen Lile","WSN",53,214,235,57,34,15,1,7,33,26,17,1,44,1,3,0,2,4,3,0.26635514,"Daylen Lile",29995,695734
"Konnor Griffin","PIT",46,169,186,45,32,8,2,3,26,20,12,0,50,3,2,0,2,12,1,0.266272189,"Konnor Griffin",35376,804606
"Christian Walker","HOU",54,196,219,52,28,10,0,14,31,37,19,2,43,3,1,0,7,0,0,0.265306122,"Christian Walker",13419,572233
"Daulton Varsho","TOR",51,181,201,48,31,11,1,5,23,16,18,2,39,2,0,0,0,4,0,0.26519337,"Daulton Varsho",19918,662139
"Luke Raley","SEA",48,132,145,35,19,5,1,10,19,27,8,0,48,4,0,1,0,1,1,0.265151515,"Luke Raley",19354,670042
"Jose Fernandez","ARI",45,136,145,36,29,4,0,3,22,14,5,0,34,1,0,3,2,6,2,0.264705882,"Jose Fernandez",28020,699912
"Richie Palacios","TBR",36,87,105,23,19,3,0,1,13,14,14,0,23,3,1,0,0,7,4,0.264367816,"Richie Palacios",24589,680700
"Maikel Garcia","KCR",51,205,226,54,36,14,1,3,27,20,19,0,32,0,2,0,5,4,3,0.263414634,"Maikel Garcia",22715,672580
"Matt Olson","ATL",54,209,237,55,24,17,0,14,37,42,26,2,56,0,2,0,2,1,0,0.263157894,"Matt Olson",14344,621566
"Adley Rutschman","BAL",36,133,148,35,18,10,0,7,17,26,13,0,23,1,1,0,3,0,0,0.263157894,"Adley Rutschman",26288,668939
"Masataka Yoshida","BOS",36,95,110,25,17,6,1,1,10,7,12,0,9,2,1,0,1,1,0,0.263157894,"Masataka Yoshida",31837,807799
"Jonathan Aranda","TBR",50,179,216,47,31,8,0,8,28,38,29,2,52,3,5,0,3,0,0,0.262569832,"Jonathan Aranda",21837,666018
"Dalton Rushing","LAD",27,80,91,21,12,2,0,7,14,17,8,0,24,3,0,0,2,0,0,0.2625,"Dalton Rushing",31382,687221
"Nick Fortes","TBR",41,122,129,32,25,6,0,1,10,9,4,0,19,3,0,0,5,0,0,0.262295081,"Nick Fortes",21538,663743
"Byron Buxton","MIN",44,187,204,49,23,9,1,16,36,26,13,1,53,3,1,0,0,4,0,0.262032085,"Byron Buxton",14161,621439
"Javier Sanoja","MIA",39,107,117,28,19,8,0,1,5,18,9,0,13,0,0,1,2,3,1,0.261682242,"Javier Sanoja",28253,691594
"Ketel Marte","ARI",49,195,212,51,31,10,2,8,32,27,16,0,32,0,1,0,3,0,0,0.261538461,"Ketel Marte",13613,606466
"Chase DeLauter","CLE",50,180,207,47,28,11,1,7,20,30,25,0,23,0,2,0,5,2,0,0.261111111,"Chase DeLauter",32127,800050
"Chase Meidroth","CHW",50,184,212,48,35,9,0,4,32,13,22,0,50,0,2,3,3,1,1,0.260869565,"Chase Meidroth",31580,805367
"Freddie Freeman","LAD",50,188,218,49,28,14,1,6,23,23,29,1,36,1,0,0,7,2,0,0.260638297,"Freddie Freeman",5361,518692
"José Caballero","NYY",43,142,154,37,26,7,0,4,18,13,8,0,29,4,0,0,6,13,6,0.26056338,"Jose Caballero",23401,676609
"Julio Rodríguez","SEA",54,215,235,56,36,11,0,9,29,23,18,1,50,2,0,0,3,5,2,0.260465116,"Julio Rodriguez",23697,677594
"Brandon Lowe","PIT",47,181,208,47,22,11,1,13,30,32,25,0,47,1,1,0,2,0,0,0.259668508,"Brandon Lowe",18882,664040
"Kyle Isbel","KCR",44,131,147,34,24,6,1,3,15,11,8,0,35,3,1,4,2,5,0,0.259541984,"Kyle Isbel",21614,664728
"Mauricio Dubón","ATL",51,189,203,49,32,12,2,3,21,29,12,0,33,2,0,0,4,0,2,0.259259259,"Mauricio Dubon",16530,643289
"Gleyber Torres","DET",32,116,144,30,26,2,0,2,18,11,25,0,22,1,2,0,2,0,0,0.258620689,"Gleyber Torres",16997,650402
"Joey Bart","PIT",21,58,62,15,12,1,0,2,9,6,2,0,21,1,1,0,0,0,0,0.258620689,"Joey Bart",21524,663698
"Darell Hernaiz","ATH",37,89,103,23,21,1,0,1,11,7,11,0,17,1,0,2,1,3,0,0.258426966,"Darell Hernaiz",26224,687231
"Luis García Jr.","WSN",49,159,166,41,27,9,2,3,18,23,6,0,26,0,1,0,1,2,1,0.257861635,"Luis Garcia Jr.",20391,671277
"Max Muncy","LAD",48,163,190,42,24,6,0,12,36,19,26,1,49,1,0,0,1,0,0,0.257668711,"Max Muncy",13301,571970
"Weston Wilson","BAL",18,35,42,9,7,1,0,1,6,3,6,0,10,1,0,0,0,2,1,0.257142857,"Weston Wilson",19358,642215
"Nolan Schanuel","LAA",49,191,208,49,33,12,0,4,18,24,13,0,33,2,2,0,8,0,1,0.256544502,"Nolan Schanuel",33189,694384
"Miguel Rojas","LAD",32,78,88,20,16,3,0,1,7,8,5,0,9,1,2,2,5,0,1,0.256410256,"Miguel Rojas",7802,500743
"Javier Báez","DET",24,78,82,20,13,5,0,2,10,6,2,0,16,1,1,0,2,1,1,0.256410256,"Javier Baez",12979,595879
"Sal Stewart","CIN",52,195,227,50,29,9,0,12,32,34,30,3,43,0,2,0,4,10,1,0.256410256,"Sal Stewart",31505,701398
"Leody Taveras","BAL",43,121,143,31,21,7,1,2,17,19,19,0,31,1,0,2,0,4,1,0.256198347,"Leody Taveras",18900,665750
"Tristan Peters","CHW",49,125,140,32,23,6,1,2,14,12,10,0,30,1,0,4,0,4,0,0.256,"Tristan Peters",30063,671976
"Giancarlo Stanton","NYY",24,90,96,23,14,6,0,3,8,14,6,0,29,0,0,0,2,1,0,0.255555555,"Giancarlo Stanton",4949,519317
"Taylor Ward","BAL",52,188,237,48,31,15,0,2,32,15,47,0,48,1,1,0,2,1,2,0.255319148,"Taylor Ward",17548,621493
"Isiah Kiner-Falefa","BOS",27,51,57,13,11,2,0,0,6,6,5,0,9,0,0,1,1,3,1,0.25490196,"Isiah Kiner-Falefa",16512,643396
"Nico Hoerner","CHC",52,208,240,53,36,13,0,4,23,31,25,0,18,4,3,0,4,10,1,0.254807692,"Nico Hoerner",21479,663538
"Hyeseong Kim","LAD",40,110,123,28,23,3,1,1,13,10,11,0,30,0,1,0,2,5,1,0.254545454,"Hyeseong Kim",35322,808975
"Derek Hill","CHW",39,59,67,15,11,1,0,3,9,6,7,0,19,0,0,1,1,6,4,0.254237288,"Derek Hill",16947,656537
"Brooks Lee","MIN",49,177,192,45,31,8,1,5,22,26,13,0,36,1,0,1,2,3,1,0.254237288,"Brooks Lee",31595,686797
"James Wood","WSN",54,205,254,52,25,14,0,13,45,34,45,7,75,4,0,0,1,8,1,0.253658536,"James Wood",29518,695578
"Gavin Sheets","SDP",48,146,163,37,18,10,0,9,20,23,16,0,34,1,0,0,4,3,0,0.253424657,"Gavin Sheets",19901,657757
"Jeremiah Jackson","BAL",47,154,160,39,26,7,0,6,13,25,3,0,34,1,2,0,8,1,1,0.253246753,"Jeremiah Jackson",22239,669236
"Andruw Monasterio","BOS",28,83,89,21,12,8,0,1,9,10,6,0,17,0,0,0,2,1,3,0.253012048,"Andruw Monasterio",19455,655316
"Jake Mangum","PIT",36,91,103,23,21,2,0,0,14,5,8,1,21,2,0,2,3,6,0,0.252747252,"Jake Mangum",26202,663968
"Keibert Ruiz","WSN",33,103,108,26,10,12,0,4,12,22,2,0,16,1,2,0,5,1,1,0.252427184,"Keibert Ruiz",19610,660688
"Isaac Paredes","HOU",48,175,199,44,31,8,0,5,19,20,18,0,33,6,0,0,5,0,0,0.251428571,"Isaac Paredes",20036,670623
"Kyle Tucker","LAD",51,187,220,47,27,14,2,4,35,26,30,0,41,1,2,0,0,4,0,0.251336898,"Kyle Tucker",18345,663656
"Bryan Reynolds","PIT",53,187,227,47,33,8,2,4,31,32,36,2,52,3,1,0,4,4,0,0.251336898,"Bryan Reynolds",19326,668804
"Paul Goldschmidt","NYY",28,84,98,21,10,5,1,5,15,14,11,0,21,3,0,0,0,0,0,0.25,"Paul Goldschmidt",9218,502671
"Randal Grichuk","- - -",31,56,60,14,6,4,0,4,12,10,2,0,14,1,1,0,1,0,0,0.25,"Randal Grichuk",10243,545341
"Christian Yelich","MIL",22,80,88,20,12,4,1,3,14,13,8,2,25,0,0,0,0,3,0,0.25,"Christian Yelich",11477,592885
"Xander Bogaerts","SDP",50,180,200,45,35,3,0,7,22,24,19,0,35,0,1,0,2,8,0,0.25,"Xander Bogaerts",12161,593428
"Amed Rosario","NYY",29,80,89,20,12,3,1,4,10,16,6,0,19,0,3,0,1,0,0,0.25,"Amed Rosario",15518,642708
"Aaron Judge","NYY",53,192,234,48,23,8,0,17,41,32,38,5,67,2,0,0,6,5,3,0.25,"Aaron Judge",15640,592450
"Alex Bregman","CHC",52,208,237,52,41,6,1,4,22,16,25,2,40,3,1,0,7,2,0,0.25,"Alex Bregman",17678,608324
