Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,OPS,BB,IBB,SO,HBP,AB,H,1B,2B,3B,BB%,K%,BB/K,OPS,WPA,Clutch,EV,Barrel%,maxEV,HardHit%,xBA,xSLG,BatSpd,SqUpSw%,O-Swing% (mlb),Z-Swing% (mlb),Swing% (sc),O-Contact% (mlb),Z-Contact% (mlb),Contact% (sc),Zone% (mlb),NameASCII,PlayerId,MLBAMID
"Amed Rosario","NYY",30,95,6,13,20,0,0.063157894,0.2,0.26744186,0.28125,0.279069767,0.315789473,0.546511627,0.3661407746766743,0.3215222792191939,135.27200906073531,-0.07356212101876736,3.812657203932091,-3.637047588825226,0.35943475964719296,0.8623011,6,0,19,0,86,24,14,3,1,0.063157894,0.2,0.315789473,0.8623011,0.554277241230011,0.2217417125585054,91.17857142857143,0.1,112.1,0.41428571,0.2383125066757202,0.47182497978210447,73.56423323675497,0.21192053,0.40804598,0.74074074,0.56845238,0.6056338,0.85,0.7591623,0.48214286,"Amed Rosario",15518,642708
"Alek Thomas","ARI",28,100,2,12,10,4,0.03,0.23,0.159574468,0.217391304,0.180851063,0.222222222,0.340425531,0.24897674057218763,0.2922223277927674,53.88675474505498,0.8445355067960918,-4.499191615687538,1.1518170237541199,-0.02170774903771098,0.562647753,3,0,23,2,94,17,6,9,0,0.03,0.23,0.130434782,0.562647753,-0.5610870122909546,0.0945911397954281,89.90882783777573,0.08333333,108,0.43055556,0.23524999618530273,0.3971521958060887,69.50778761942675,0.27388535,0.42473118,0.72891566,0.56818182,0.60759494,0.88429752,0.775,0.47159091,"Alek Thomas",23792,677950
"Victor Bericoto","SFG",3,5,0,0,0,0,0,0.4,0,0.333333333,0.2,0.2,0.2,0.17965837717056274,0.047000000874201454,10.07445453855637,-0.005281002726405859,-0.5263217293437976,-0.4879603087902069,-0.08869521327587124,0.4,0,0,2,0,5,1,1,0,0,0,0.4,0,0.4,0.029583947733044624,0.10550368526702955,87.7999979654948,0,101.2,0.66666667,0.05133333305517832,0.05400000015894572,76.24896240234375,0.125,0.42857143,0.77777778,0.56521739,0.5,1,0.76923077,0.39130435,"Victor Bericoto",26468,682674
"Ty France","SDP",34,98,5,10,16,1,0.030612244,0.244897959,0.234042553,0.323076923,0.276595744,0.306122448,0.510638297,0.3544748030146774,0.34177603772891463,130.4657797196761,-1.7840184699743986,1.6758290477108368,0.9668029546737671,0.5914433996216404,0.816760745,3,0,24,1,94,26,16,3,2,0.030612244,0.244897959,0.125,0.816760745,-0.1958959549665451,-0.32997631564537755,90.68985648777173,0.14285714,109.6,0.48571429,0.2674157217647252,0.49751684638891325,71.70496826171875,0.21875,0.37058824,0.7357513,0.56473829,0.53968254,0.83098592,0.74146341,0.53168044,"Ty France",17982,664034
"Andrés Giménez","TOR",52,190,5,13,27,6,0.031578947,0.178947368,0.13559322,0.242857142,0.220338983,0.259259259,0.355932203,0.2725975778367784,0.2540817879341744,71.10275752366965,0.9181372318416834,-5.449576155617097,5.920527935028076,0.7312553770615157,0.615191462,6,0,34,4,177,39,26,7,1,0.031578947,0.178947368,0.176470588,0.615191462,0.6077470183372498,1.2009480840440048,85.6451416015625,0.03424658,108.9,0.23287671,0.2161618491817761,0.3018670495534908,68.07793476055195,0.24350649,0.4241573,0.71471471,0.56458636,0.65562914,0.85714286,0.77892031,0.48330914,"Andres Gimenez",19950,665926
"José Azocar","ATL",9,16,0,1,0,1,0.0625,0.1875,0.133333333,0.416666666,0.333333333,0.375,0.466666666,0.3721052035689354,0.2997245192527771,138.2461659228039,0.5316652748733759,1.2407962780556936,0.5861410200595856,0.24091980627505702,0.841666666,1,0,3,0,15,5,3,2,0,0.0625,0.1875,0.333333333,0.841666666,-0.0401439368724823,-0.09225207554711407,86.81818181818181,0,102.3,0.25,0.27980000178019204,0.34413331349690757,69.49907769097223,0.18518519,0.44117647,0.71428571,0.56451613,0.66666667,0.8,0.74285714,0.4516129,"Jose Azocar",18821,640492
"Ernie Clement","TOR",54,217,5,22,20,2,0.036866359,0.082949308,0.153846153,0.306451612,0.298076923,0.322580645,0.451923076,0.3397725617281303,0.28147517510180203,116.80813852456401,-0.39187876135110855,3.8382428874657695,-2.7781572937965393,0.8891910756936325,0.774503721,8,0,18,0,208,62,40,17,0,0.036866359,0.082949308,0.444444444,0.774503721,0.18088790774345398,0.04100717375329485,85.88457342918883,0.02094241,109.7,0.2565445,0.26266502042122075,0.3551724062764586,67.29651033425633,0.36075949,0.44152047,0.69620253,0.56382979,0.7615894,0.94545455,0.87061995,0.48024316,"Ernie Clement",20352,676391
"Hunter Goodman","COL",50,206,12,31,20,3,0.063106796,0.3592233,0.231578947,0.326923076,0.242105263,0.300970873,0.47368421,0.3379828517029925,0.2873894990380131,101.78022994687932,-1.4869752950035036,-1.0620017374598487,2.1005477607250214,0.776037140761243,0.774655083,13,1,74,3,190,46,26,8,0,0.063106796,0.3592233,0.175675675,0.774655083,-0.9987576603889465,-0.6616681007480414,90.76695822010869,0.12931034,111.7,0.45689655,0.20925269588347403,0.3889569928569178,75.31989174700797,0.16755319,0.44920993,0.71216617,0.56282051,0.52261307,0.79583333,0.67198178,0.43205128,"Hunter Goodman",29715,696100
"Michael Harris II","ATL",52,193,12,25,32,3,0.03626943,0.191709844,0.228260869,0.323529411,0.304347826,0.331606217,0.532608695,0.37581668338627394,0.38176881506087934,140.7734949451294,-1.0451622204855084,8.07397674168086,3.460502967238426,1.8196064543000166,0.864214912,7,0,37,1,184,56,38,6,0,0.03626943,0.191709844,0.189189189,0.864214912,0.7101718187332153,-0.1267808871015852,93.38493284460617,0.15540541,114.9,0.56081081,0.29806703961761305,0.5598715244058791,75.01508116579342,0.26347305,0.44,0.70926518,0.5625,0.57575758,0.90990991,0.76744186,0.45494186,"Michael Harris II",25931,671739
"Luis García Jr.","WSN",50,171,4,20,27,2,0.035087719,0.157894736,0.158536586,0.298507462,0.268292682,0.29239766,0.426829268,0.3143238094117906,0.3174318586077009,99.39278949803416,-0.7431245623156428,-0.8634490359003543,-4.0737608671188354,0.044271158559680446,0.719226928,6,0,27,0,164,44,28,10,2,0.035087719,0.157894736,0.222222222,0.719226928,1.015914797782898,0.45121747121102307,92.52666377314814,0.07246377,110.9,0.47826087,0.2796646023388975,0.4275776170055318,73.10348914194915,0.29152542,0.43042071,0.70652174,0.56068376,0.72180451,0.92307692,0.84146341,0.47179487,"Luis Garcia Jr.",20391,671277
"Jose Trevino","CIN",14,32,0,2,2,0,0.03125,0.15625,0.034482759,0.166666666,0.137931034,0.166666666,0.172413793,0.15584041674931845,0.2067197322845459,-13.44450436562453,-0.17808440886437893,-4.384885966369017,0.938942551612854,-0.25260842723662136,0.339080459,1,0,5,0,29,4,3,1,0,0.03125,0.15625,0.2,0.339080459,-0.23000608384609222,0.12772778196242998,84.66086744225544,0,101.5,0.26923077,0.1895172349337874,0.24620689194777917,69.67793469551282,0.23076923,0.375,0.70588235,0.56043956,0.53333333,0.86111111,0.76470588,0.56043956,"Jose Trevino",16725,624431
"Dylan Crews","WSN",8,34,1,2,1,1,0.029411764,0.205882352,0.121212121,0.28,0.242424242,0.264705882,0.363636363,0.27823811594177694,0.2666864077250163,74.82026724654422,0.13591071544215083,-0.8561736810602762,0.008899509906768799,0.022704906399661797,0.628342245,1,0,7,0,33,8,6,1,0,0.029411764,0.205882352,0.142857142,0.628342245,-0.22672706842422485,-0.02815076815223372,89.734619140625,0.07692308,106.4,0.30769231,0.22141379323498955,0.37403448696794184,73.31573955829327,0.23076923,0.45,0.67241379,0.55932203,0.62962963,0.92307692,0.8030303,0.49152542,"Dylan Crews",33541,686611
"Jo Adell","LAA",55,229,8,19,29,2,0.030567685,0.240174672,0.146226415,0.291390728,0.245283018,0.292576419,0.391509433,0.3043126700746961,0.3376157273091543,90.90452473158408,0.04754024185240269,-2.36811183738737,-4.947697639465332,0.06584553841777857,0.684085852,7,0,55,8,212,52,37,7,0,0.030567685,0.240174672,0.127272727,0.684085852,-0.3745741844177246,0.19452333557693324,91.69746959058544,0.08176101,114.9,0.47169811,0.2713980628448783,0.45511649418803096,77.35064610485782,0.1943128,0.38577586,0.75675676,0.55912744,0.55307263,0.85714286,0.74537988,0.46727899,"Jo Adell",20220,666176
"Spencer Jones","NYY",10,27,0,0,2,1,0.111111111,0.444444444,0,0.333333333,0.166666666,0.259259259,0.166666666,0.2110654005297908,0.2586954081500018,29.759828057413422,0.14618021389469504,-2.05331405431946,-0.28396667540073395,-0.14479028985130554,0.425925925,3,0,12,0,24,4,4,0,0,0.111111111,0.444444444,0.25,0.425925925,-0.24932198226451874,-0.1280448934283243,97.23333740234375,0,111.1,0.75,0.18670833110809326,0.28733332951863605,77.45334201388889,0.14285714,0.38028169,0.78571429,0.55905512,0.44444444,0.79545455,0.66197183,0.44094488,"Spencer Jones",31532,682987
"Deyvison De Los Santos","MIA",3,7,0,0,0,0,0,0.428571428,0.142857143,0.5,0.285714285,0.285714285,0.428571428,0.3109660914966038,0.2208571434020996,95.74024487409683,0.19149468699470162,0.15694045379574784,-0.15896178781986237,0.022510443187786514,0.714285713,0,0,3,0,7,2,1,1,0,0,0.428571428,0,0.714285713,-0.03924201801419258,0.0338827914819355,92.875,0.25,106.2,0.25,0.201285719871521,0.31414287430899485,74.03274356617646,0.11764706,0.57142857,0.53846154,0.55882353,0.5,1,0.68421053,0.38235294,"Deyvison De Los Santos",27969,691277
"Wade Meckler","LAA",4,12,1,1,3,0,0.083333333,0.083333333,0.272727273,0.555555555,0.545454545,0.583333333,0.818181818,0.6069444417953491,0.48957401514053345,296.81302858533576,-0.11081400606781244,2.6282904523207424,0.7196637094020844,0.38944020935213636,1.401515151,1,0,1,0,11,6,5,0,0,0.083333333,0.083333333,1,1.401515151,0.28146398067474365,0.06516574764276123,82.03999633789063,0.1,105.8,0.4,0.34128570556640625,0.7462857110159737,70.51999178799716,0.18181818,0.30769231,0.71428571,0.55882353,0.5,0.86666667,0.78947368,0.61764706,"Wade Meckler",31490,685133
"Jasson Domínguez","NYY",9,32,1,3,4,0,0.03125,0.125,0.166666666,0.2,0.2,0.25,0.366666666,0.27428871020674706,0.3352183401584625,72.77651804421711,-0.0330359167419374,-1.0433750029827111,-0.5530041009187698,-0.05018544511498789,0.616666666,1,0,4,1,30,6,3,2,0,0.03125,0.125,0.25,0.616666666,-0.01996012032032013,0.09268457565597743,91.9269268329327,0,110.8,0.42307692,0.3262666702270508,0.3839000066121419,74.68336317274306,0.2962963,0.33333333,0.7962963,0.55855856,0.57894737,0.90697674,0.80645161,0.48648649,"Jasson Dominguez",28080,691176
"Austin Wynns","ATH",14,43,0,3,0,0,0.069767441,0.232558139,0,0.103448275,0.076923076,0.142857142,0.076923076,0.1142969982964652,0.28494705472673687,-40.01759243001301,-0.15432240907102823,-7.137041414297836,0.4364566206932068,-0.5386799816906989,0.219780218,3,0,10,0,39,3,3,0,0,0.069767441,0.232558139,0.3,0.219780218,-0.9009661674499512,-0.14262548606290248,85.43792935075432,0.06666667,109.3,0.26666667,0.2223076942639473,0.36523078038142276,71.78129069010417,0.15277778,0.41558442,0.7012987,0.55844156,0.59375,0.83333333,0.74418605,0.5,"Austin Wynns",15271,642851
"Nathan Church","STL",45,156,5,17,18,4,0.038461538,0.211538461,0.143835616,0.281818181,0.246575342,0.282051282,0.390410958,0.2965157211591036,0.2972265634781275,89.40209110292612,0.36053828755393624,-1.5553199290346416,-0.49043184518814087,0.2946963111602634,0.67246224,6,0,33,2,146,36,25,6,0,0.038461538,0.211538461,0.181818181,0.67246224,0.05159551650285721,0.20796325815103098,86.07053920200893,0.09565217,110.1,0.33043478,0.24658903357100814,0.40409589793584116,70.30162805944056,0.20629371,0.4512987,0.67625899,0.55802048,0.71223022,0.82446809,0.77675841,0.47440273,"Nathan Church",31357,701675
"Lenyn Sosa","- - -",40,117,1,11,9,0,0.008547008,0.213675213,0.088495575,0.238636363,0.194690265,0.206896551,0.28318584,0.21595520038029242,0.24756778989519393,32.30037538804739,0.22599447146058083,-8.960411342994549,-1.5609414875507355,-0.6680929853947947,0.490082391,1,0,25,1,113,22,14,7,0,0.008547008,0.213675213,0.04,0.490082391,-1.1839873939752579,-0.17369252999075147,88.66517073384831,0.05555556,107.7,0.36666667,0.22343636426058683,0.34907272512262516,72.49053984004739,0.23696682,0.5,0.63687151,0.55580866,0.72307692,0.90350877,0.80737705,0.40774487,"Lenyn Sosa",22896,672820
"Victor Mesa Jr.","TBR",2,10,1,1,2,0,0.1,0.2,0.375,0.2,0.25,0.333333333,0.625,0.4100184175703261,0.7380000114440918,163.12106990867105,-0.010562005452811718,0.7214999810250944,0.3543379232287407,0.14721418294756303,0.958333333,1,0,2,0,8,2,1,0,0,0.1,0.2,0.5,0.958333333,0.1880185306072235,0.13678987997204375,95.30000813802083,0.28571429,105.9,0.57142857,0.502400016784668,1.269600009918213,74.03061930338542,0.44444444,0.43478261,0.76923077,0.55555556,0.6,0.8,0.7,0.36111111,"Victor Mesa Jr.",25999,683748
"Shay Whitcomb","HOU",14,18,1,1,4,0,0.055555555,0.5,0.176470589,0.142857142,0.117647058,0.166666666,0.294117647,0.20500920878516304,0.2114773326449924,25.08785230451106,-0.010562005452811718,-1.5744233962489513,-0.7662087976932526,-0.1774676988862873,0.460784313,1,0,9,0,17,2,1,0,0,0.055555555,0.5,0.111111111,0.460784313,-0.22248198091983795,-0.08696972665466074,87.5999984741211,0.125,106,0.25,0.13447058902067296,0.30129413043751435,71.50694986979167,0.1,0.43589744,0.75,0.55555556,0.23529412,0.83333333,0.54285714,0.38095238,"Shay Whitcomb",27789,694376
"Jeremy Peña","HOU",18,81,1,11,5,2,0.049382716,0.160493827,0.095890411,0.283333333,0.246575342,0.308641975,0.342465753,0.29493571284376546,0.31709159047980057,86.27320572007079,0.4307719636708498,-0.8587467478296458,-0.39880824089050293,0.16088733962742297,0.651107728,4,0,13,3,73,18,13,4,0,0.049382716,0.160493827,0.307692307,0.651107728,-0.20768189430236816,-0.09097246429459543,84.93114433913935,0.01639344,110,0.27868852,0.2888260993404665,0.37398551166921423,72.19890015514184,0.22695035,0.34394904,0.78873239,0.55518395,0.57407407,0.83928571,0.75301205,0.47491639,"Jeremy Pena",21636,665161
"Sterlin Thompson","COL",8,24,0,1,2,0,0.041666666,0.166666666,0.045454546,0.222222222,0.181818181,0.25,0.227272727,0.22536500791708627,0.21949941461736505,25.093205083589297,0.13576414482668042,-1.9475321546557836,-0.3920074999332428,-0.16412053350403336,0.477272727,1,0,4,1,22,4,3,1,0,0.041666666,0.166666666,0.25,0.477272727,-0.14806601405143738,0.1288423640573524,83.87778049045139,0,107,0.33333333,0.1646999955177307,0.2246500015258789,76.17780504728618,0.18421053,0.32608696,0.83783784,0.55421687,0.46666667,0.80645161,0.69565217,0.44578313,"Sterlin Thompson",31443,694514
"Jesús Sánchez","TOR",53,173,6,18,27,1,0.040462427,0.202312138,0.17721519,0.322314049,0.284810126,0.323699421,0.462025316,0.3402360826730728,0.3365313592785133,117.12351487693884,0.38447504257783294,3.820153588358104,-4.676504850387573,0.5328820117407214,0.785724737,7,1,35,4,158,45,29,10,0,0.040462427,0.202312138,0.2,0.785724737,-0.006619284860789776,0.037364788879328974,91.1748046875,0.07086614,112.3,0.46456693,0.2912142865069501,0.4522337480024858,73.3400861591312,0.24113475,0.39762611,0.72491909,0.55417957,0.68656716,0.83035714,0.77653631,0.47832817,"Jesus Sanchez",19913,660821
"Rece Hinds","CIN",12,36,0,2,5,0,0.027777777,0.5,0.090909091,0.25,0.121212121,0.166666666,0.212121212,0.17136438687642416,0.1615290221045999,-2.873470121908054,-0.12476859660819173,-4.416420372506125,0.19247230887413025,-0.3201073297401742,0.378787878,1,0,18,1,33,4,1,3,0,0.027777777,0.5,0.055555555,0.378787878,-0.08239363878965378,0.1748034608413928,87.06428745814732,0,109.5,0.25,0.13625806377780053,0.16319354887931578,73.10840521918402,0.11111111,0.41758242,0.77192982,0.55405405,0.39473684,0.72727273,0.57317073,0.38513514,"Rece Hinds",27493,677956
"Jake Meyers","HOU",19,64,2,7,5,1,0.0625,0.21875,0.137931035,0.232558139,0.206896551,0.265625,0.344827586,0.2728797532618046,0.2986311534094432,71.26648777780375,-0.546849790494889,-2.6796108039621696,0.011843457818031311,-0.04606266589878824,0.610452586,4,0,14,1,58,12,8,2,0,0.0625,0.21875,0.285714285,0.610452586,-0.17684997618198395,-0.020928083003446618,86.08444552951389,0.11111111,106.5,0.28888889,0.22701753649795264,0.402912273741605,67.67260002367425,0.27272727,0.36842105,0.75728155,0.55299539,0.54761905,0.88461538,0.76666667,0.47465438,"Jake Meyers",20308,676694
"Trevor Story","BOS",41,176,3,16,19,4,0.045454545,0.323863636,0.096969697,0.289719626,0.206060606,0.244318181,0.303030303,0.24503863806074316,0.24850641597401013,47.56518722283697,1.0250755087472498,-9.677933571058318,-0.5444364547729492,-0.42521861152268314,0.547348484,8,0,57,1,165,34,24,7,0,0.045454545,0.323863636,0.140350877,0.547348484,-2.278388738632202,-1.1831263129823988,88.85963481938073,0.03636364,109.6,0.41818182,0.21248485680782433,0.3089030410304214,71.12478365384615,0.20615385,0.43767313,0.69387755,0.55267176,0.60126582,0.80882353,0.71823204,0.44885496,"Trevor Story",12564,596115
"Noelvi Marte","CIN",11,31,0,2,0,1,0.064516129,0.322580645,0,0.210526315,0.137931034,0.193548387,0.137931034,0.16119031367763395,0.16032851126886183,-9.801496606235036,-0.321314656175673,-4.265783582633295,-0.11917394399642944,-0.3529913650941206,0.331479421,2,0,10,0,29,4,4,0,0,0.064516129,0.322580645,0.2,0.331479421,-0.4389168620109558,-0.16815176878439486,84.89473684210526,0,106,0.31578947,0.13324138213848247,0.14937930271543307,71.32481728830645,0.17741935,0.47435897,0.68085106,0.552,0.62162162,0.90625,0.75362319,0.376,"Noelvi Marte",26517,682622
"Mark Vientos","NYM",47,176,6,16,23,0,0.039772727,0.204545454,0.156626506,0.256,0.228915662,0.267045454,0.385542168,0.2881078181618994,0.3315800853159236,84.83403803600945,-1.1588542028330266,-4.252005873984158,-5.723965883255005,-0.46074054445038803,0.652587622,7,0,36,2,166,38,24,8,0,0.039772727,0.204545454,0.194444444,0.652587622,-0.873112142086029,-0.2911774943071118,90.70839545562977,0.09923664,110.2,0.47328244,0.26054268348507764,0.4786707250083365,73.28859476132686,0.25242718,0.35802469,0.76174497,0.55144695,0.47413793,0.81938326,0.70262391,0.47909968,"Mark Vientos",22184,668901
"Tyler Heineman","TOR",28,73,1,5,4,0,0.01369863,0.205479452,0.045454545,0.18,0.151515151,0.188405797,0.196969696,0.17889269884081854,0.2035056142246022,7.346624688862692,-0.27069966681301594,-8.115061348272832,4.8055641651153564,-0.08011636130369792,0.385375493,1,0,15,2,66,10,9,0,0,0.01369863,0.205479452,0.066666666,0.385375493,-1.0428080558776855,-0.1789215654895253,83.36,0.01818182,103,0.16363636,0.17923076336200422,0.23364615807166467,65.56525710533406,0.25862069,0.43333333,0.66141732,0.55060729,0.63461538,0.89285714,0.79411765,0.51417004,"Tyler Heineman",13897,623168
"Orlando Arcia","MIN",5,15,0,1,1,0,0,0.2,0.066666667,0.666666666,0.533333333,0.533333333,0.6,0.5044342637062073,0.2537142889840262,227.48488754432512,-0.5858820476569235,1.6319235160790293,0.8327555656433105,0.3088458068031597,1.133333333,0,0,3,0,15,8,7,1,0,0,0.2,0,1.133333333,0.10558604449033737,0.0055975604291151615,84.47500101725261,0,99.1,0.16666667,0.2752857208251953,0.3067857197352818,71.59098307291667,0.22222222,0.39393939,0.74074074,0.55,0.84615385,0.75,0.78787879,0.45,"Orlando Arcia",13185,606115
"Daylen Lile","WSN",55,244,7,35,26,4,0.077868852,0.184426229,0.171945702,0.296511627,0.262443438,0.319672131,0.43438914,0.33018560002370134,0.33188427195829506,110.1938623133186,-0.2375620761886239,2.6447909759534762,-0.10541558265686035,1.054626649530079,0.754061271,19,1,45,1,221,58,35,15,1,0.077868852,0.184426229,0.422222222,0.754061271,0.6900134682655334,0.6934036816028246,88.0792112886236,0.08379888,109.5,0.37988827,0.2633318044073571,0.44053917106944845,70.67558787128714,0.25990099,0.37020316,0.74812968,0.54976303,0.59146341,0.88333333,0.78017241,0.47511848,"Daylen Lile",29995,695734
"Dominic Smith","ATL",43,119,5,17,24,0,0.033613445,0.159663865,0.189189189,0.348314606,0.324324324,0.347457627,0.513513513,0.373569107661813,0.3681432609884148,139.24301016874236,-0.31626498559489846,5.095362077523253,-3.149862766265869,0.5874864117029294,0.86097114,4,0,19,1,111,36,26,4,1,0.033613445,0.159663865,0.210526315,0.86097114,0.5177739858627319,-0.10554650398570503,89.92447224069149,0.09473684,109.1,0.42105263,0.30790908119895244,0.506845439564098,68.5635825103184,0.29245283,0.37037037,0.7260274,0.54942529,0.6375,0.89308176,0.80753138,0.50344828,"Dominic Smith",15653,642086
"Jeimer Candelario","LAA",7,20,0,3,0,0,0.05,0.4,0.111111111,0.2,0.111111111,0.2,0.222222222,0.19961776435375214,0.21809935569763184,19.670855921661314,0.10339807439595461,-1.7598755637456027,-2.8659778386354446,-0.40668017460995076,0.422222222,1,0,8,1,18,2,0,2,0,0.05,0.4,0.125,0.422222222,0.06036791577935219,0.25488856198537874,91.80999755859375,0,102.3,0.4,0.16655556360880533,0.21250000264909533,71.00534057617188,0.175,0.34210526,0.7173913,0.54761905,0.46153846,0.54545455,0.52173913,0.54761905,"Jeimer Candelario",13621,600869
"César Prieto","STL",6,17,0,0,0,0,0,0.117647058,0,0,0,0,0,0,0.25087499618530273,-100,0,-4.186460072737903,-0.3173665404319763,-0.4107269854367465,0,0,0,2,0,17,0,0,0,0,0,0.117647058,0,0,-0.4424560070037842,-0.05425151487908614,91.18571254185268,0.06666667,108.9,0.46666667,0.20074999332427979,0.3959375023841858,69.69176664806548,0.52380952,0.33333333,0.70833333,0.54761905,0.33333333,1,0.82608696,0.57142857,"Cesar Prieto",30163,693409
"Tristan Gray","MIN",28,88,3,9,14,0,0.079545454,0.34090909,0.128205128,0.326086956,0.23076923,0.298850574,0.358974358,0.29622058416235036,0.3128701884572099,85.8177816981672,-0.313268662430346,-1.760707903811709,2.572676360607147,0.4001174498334411,0.657824932,7,0,30,1,78,18,14,1,0,0.079545454,0.34090909,0.233333333,0.657824932,-0.5665422677993774,-0.045437630570814735,88.53542073567708,0.1,111.3,0.38,0.25365333557128905,0.39832000732421874,72.05912004116766,0.1257485,0.39593909,0.72727273,0.54696133,0.51282051,0.76666667,0.66666667,0.4558011,"Tristan Gray",19877,656484
"Miguel Andujar","SDP",43,163,5,17,17,1,0.030674846,0.165644171,0.197452229,0.304,0.27388535,0.300613496,0.471337579,0.3341541275566007,0.30083393145211135,116.62843306389334,-0.7843839242123067,2.356540716657436,-4.746900737285614,0.2817674957831599,0.771951075,5,1,27,1,157,43,24,12,2,0.030674846,0.165644171,0.185185185,0.771951075,-0.3362760841846466,-0.1610710413277765,88.93615534855769,0.04615385,109,0.39230769,0.27173856348773234,0.3964575225231694,70.94299450549451,0.25274725,0.40514469,0.69594595,0.54695222,0.6984127,0.90776699,0.82831325,0.48764415,"Miguel Andujar",15878,609280
"Jackson Merrill","SDP",51,212,4,24,19,10,0.08490566,0.259433962,0.115183246,0.25,0.193717277,0.266666666,0.308900523,0.25850412106284726,0.3072013103315983,65.1146255368792,2.2494326569139957,-6.320903085274123,1.844923198223114,0.22505518027457885,0.575567189,18,2,55,1,191,37,23,10,0,0.08490566,0.259433962,0.327272727,0.575567189,0.24838539958000183,0.9018546445423238,89.46444589120371,0.0942029,108.7,0.46376812,0.2347903302920762,0.4031451645717826,73.43690276342976,0.18732782,0.34599156,0.79736842,0.54683841,0.57926829,0.83828383,0.74732334,0.44496487,"Jackson Merrill",29490,701538
"Ozzie Albies","ATL",55,237,8,35,27,0,0.071729957,0.122362869,0.150234742,0.272222222,0.267605633,0.324894514,0.417840375,0.32873486164752946,0.2992381391854122,108.71316850918731,-0.27173733292147517,2.121264575057704,2.5970547199249268,1.2573102197821644,0.742734889,17,0,29,3,213,57,41,8,0,0.071729957,0.122362869,0.586206896,0.742734889,0.4670242369174957,0.35331762754391993,86.41063933676861,0.03723404,107.7,0.26595745,0.24721152965839094,0.3712019186753493,68.78726930831266,0.27791563,0.35655738,0.7972973,0.54662005,0.66666667,0.87118644,0.79530917,0.43123543,"Ozzie Albies",16556,645277
"Josh Lowe","LAA",45,134,5,8,14,1,0.044776119,0.291044776,0.136,0.219512195,0.184,0.225563909,0.32,0.24304056257233583,0.2627439570606203,49.215418818993534,0.1740331701003015,-7.71838663896095,-1.0743316411972046,-0.42820346577336654,0.545563909,6,0,39,1,125,23,16,2,0,0.044776119,0.291044776,0.153846153,0.545563909,-1.5747483968734741,-0.4499267693420306,88.62352941176471,0.07954545,109.2,0.34090909,0.2035119934082031,0.3576960144042969,73.99875317112546,0.17343173,0.36298932,0.72953737,0.54626335,0.61764706,0.8195122,0.752443,0.5,"Josh Lowe",19953,666139
"Jeff McNeil","ATH",52,189,2,15,15,1,0.084656084,0.137566137,0.08982036,0.29787234,0.263473053,0.335106382,0.353293413,0.3104733636672484,0.3151030463141364,93.45941051418313,-1.404060032684356,-2.8377399455963577,-1.2023833394050598,0.2610102355680742,0.688399795,16,1,26,3,167,44,33,9,0,0.084656084,0.137566137,0.615384615,0.688399795,-0.19226650893688202,0.2173567401231613,86.19300426136364,0.01388889,105,0.33333333,0.2765151515151515,0.35711515022046636,67.80747767857143,0.27678571,0.31880109,0.79289941,0.54609929,0.69230769,0.93283582,0.85974026,0.47943262,"Jeff McNeil",15362,643446
"Blaze Alexander","BAL",46,126,0,13,8,6,0.063492063,0.269841269,0.052631579,0.3375,0.236842105,0.292682926,0.289473684,0.26347169280052185,0.31986049070196637,65.73198149435237,1.03817259054631,-3.9694667456715136,-2.6808717250823975,-0.2353211756567129,0.58215661,8,1,34,1,114,27,22,4,1,0.063492063,0.269841269,0.235294117,0.58215661,-0.5562244057655334,0.16989598618928814,92.04936585245254,0.03614458,112.9,0.46987952,0.2880727247758345,0.3873818137428977,73.23411458333334,0.24285714,0.28205128,0.80851064,0.54584222,0.5,0.77894737,0.70703125,0.5010661,"Blaze Alexander",23789,677942
"Sean Murphy","ATL",4,14,0,1,0,0,0,0.428571428,0,0.125,0.071428571,0.071428571,0.071428571,0.06416370613234383,0.13250000136239187,-71.44633463023912,-0.005281002726405859,-2.78675385871039,0.2594556212425232,-0.21599990373108224,0.142857142,0,0,6,0,14,1,1,0,0,0,0.428571428,0,0.142857142,-0.023249994963407516,0.232951235174864,80.2874984741211,0,107,0.25,0.1399999942098345,0.16007142407553537,67.40668279474431,0.18181818,0.54545455,0.54545455,0.54545455,0.41666667,0.66666667,0.54166667,0.5,"Sean Murphy",19352,669221
