Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,Pace,Year,bWAR,EV,Barrel%,HardHit%
Mike Gosling,CIN,2,0,0,23,0,33.0,8.72727474496431,7.63636540184377,1.3636366789006733,0.3775510204081632,0.765625,0.41,0.142857142,91.43988946143617,4.909092044042424,,5.9062724238695745,5.267076562961561,-0.2761227190494537,Mike Gosling,2204,428420,1.14285714,0.19512195,0.17073171,0.02439024,0.3111111111111111,2.1212126116232697,106.84254505971812,127.07336253540228,117.32819830658974,-0.9971803798271504,5.103789485386071,0,0,0,0,1,164,42,22,18,5,28,8,1,1,0,32,-0.1938599795103073,-1.8135600090026855,1.6196999549865725,-7.38200044631958,-0.7293716669082642,0.6142167448997498,0.5794934630393982,0.791347861289978,0.7794374823570251,16,-0.6722204089164734,0.3565989591268744,2,3,0.1875,0.69364162,0.45045045,0.73333333,0.81666667,0.19999999999999996,0.51951952,,2007,-0.1,,,
Anthony Lerew,ATL,0,2,0,3,3,11.2,6.9428552510792185,5.39999852861717,3.0857134449240973,0.2702702702702703,0.71428571,0.297297297,0.210526315,90.22896984011628,7.714283612310243,,7.953889570431183,5.539745627092501,-0.2776113152503967,Anthony Lerew,3440,434679,1.28571429,0.15789474,0.12280702,0.03508772,0.28,1.7999995095390566,175.52855113600657,179.7215191627585,123.47404729411564,-0.2396059581209408,5.452138394603068,1,0,0,0,0,57,14,10,10,4,7,1,0,1,0,9,-0.3378919959068298,-1.1726340055465698,0.83474200963974,-3.8597002029418945,-0.3719260096549988,0.8729592561721802,0.8386334776878357,0.8700000047683716,0.5546000003814697,3,-0.5265759825706482,0.1395109580373784,0,0,0.26,0.61702128,0.43298969,0.69230769,0.82758621,0.21428570999999996,0.48453608,,2007,-0.25,,,
Jay Witasick,- - -,1,0,0,36,0,31.1,5.170213762588313,7.755320643882469,0.5744681958431459,0.2959183673469387,0.71174377,0.363636363,0.04347826,90.44013671875,5.170213762588313,,5.601307723596746,6.6131932446111925,-0.2849308419972658,Jay Witasick,1138,124482,0.66666667,0.12328767,0.18493151,-0.06164384,0.2627118644067797,1.8510641866056925,116.48011798304124,126.8194235458474,148.04173597905435,-0.4310939610084334,6.407014658876242,0,0,0,4,1,146,31,19,18,2,27,2,1,4,0,18,-0.9207700192928314,-2.302469849586487,1.3816999793052671,-2.7850000858306885,-0.2635732730850577,0.6603279826687831,0.4814089507591433,0.6073610981305441,1.136399963727364,26,-0.2802219688892364,-1.1141911764865586,2,6,0.26136364,0.53,0.40425532,0.60869565,0.88679245,0.19736842,0.53191489,,2007,0.06,,,
Ross Wolf,FLA,0,1,0,14,0,12.1,4.378379506904888,2.189189753452444,2.918919671269925,0.3846153846153846,0.53571429,0.462962962,0.210526315,90.65572509765624,11.6756786850797,,7.455822443631482,5.172171556644547,-0.2966033220291137,Ross Wolf,4534,448693,2.0,0.09090909,0.04545455,0.04545455,0.3870967741935484,2.189189753452444,264.61614900750925,169.17036860797174,115.1890783486892,4.219856241448217,4.635553342617312,0,0,0,0,0,66,24,16,16,4,3,0,1,1,0,6,-0.1590760052204132,-0.657941997051239,0.4988660216331482,-10.13700008392334,-1.0061122179031372,0.4221194684505462,0.5330833196640015,0.6574000120162964,0.694183349609375,12,-0.8368712067604065,0.460020535067092,0,2,0.39393939,0.66666667,0.53030303,0.84615385,0.77272727,0.19999999999999996,0.5,,2007,-0.65,,,
Wade Miller,CHC,0,1,0,3,3,13.2,3.951218593127881,3.951218593127881,3.2926821609399,0.3584905660377358,0.60869565,0.285714285,0.178571428,,10.53658291500768,,8.434725883502322,6.248767843673822,-0.2985053062438965,Wade Miller,568,150063,1.0,0.08571429,0.08571429,0.0,0.375,2.1951214406266,228.60129197781788,186.32586720456524,139.45511755523296,2.101857031505359,6.115058611141569,0,0,0,0,0,70,24,16,16,5,6,0,0,0,0,6,-0.7977859973907471,-1.717934012413025,0.9201480150222778,-8.79319953918457,-0.8480371832847595,0.8568162322044373,0.7692933082580566,0.8700000047683716,0.6744666695594788,3,-0.831616222858429,-0.0994889166160931,0,0,,,,,,,,,2007,-0.55,,,
Macay McBride,- - -,1,1,0,38,0,32.2,8.265310867984356,6.887759056653629,1.102041449064581,0.3052631578947368,0.71691176,0.408163265,0.102564102,90.2929949413314,4.959186520790613,,5.474300301289213,5.380150203969126,-0.3002561703324318,Macay McBride,3475,434680,1.2,0.19230769,0.16025641,0.03205128,0.2558139534883721,1.7755112234929356,110.23976898379983,122.44899936794208,120.37809478264258,-0.5151137804985995,4.990900572232505,0,0,0,4,0,156,33,21,18,4,25,0,2,2,0,30,-0.4304580315947532,-2.096570074558258,1.6661119163036346,-7.571000099182129,-0.7527315616607666,0.679451347887516,0.6651728657575754,0.9724947214126588,1.0529212193055586,33,0.013811282813549,-0.6473489642576898,6,5,0.22885572,0.64676617,0.43781095,0.58695652,0.88461538,0.19318181999999995,0.5,,2007,-0.24000000000000002,,,
Matt Smith,PHI,0,0,0,9,0,4.0,2.2500017434372106,24.750019177809317,0.0,0.2666666666666666,0.66666667,0.571428571,0.0,,11.250008717186054,,10.98961114585865,11.616847938546918,-0.312319666147232,Matt Smith,3053,445224,0.09090909,0.03703704,0.40740741,-0.37037037,0.25,3.750002905728684,247.27930598864384,241.51601658600836,260.44944348357006,0.2603975713274042,12.525449182802896,0,0,0,3,0,27,4,5,5,0,11,1,0,1,0,1,-0.1784660071134567,-0.5760719776153564,0.3976060152053833,-4.14900016784668,-0.4102277457714081,1.2416000366210938,0.9941333532333374,1.3719778060913086,2.261622190475464,9,-0.2535530030727386,0.1098142773562539,1,2,,,,,,,,,2007,-0.29,,,
Jesse Crain,MIN,1,2,0,18,0,16.1,5.510205154069619,2.204082061627848,2.204082061627848,0.2884615384615384,0.43478261,0.482142857,0.19047619,96.59461059570312,5.510205154069619,,6.117156721144614,4.546376306041633,-0.3205881118774414,Jesse Crain,4817,430884,2.5,0.14084507,0.05633803,0.08450704,0.2878787878787879,1.4081635393733472,124.00108917685375,140.71595660578714,102.26597679236036,-0.6069515670749945,4.115111666140914,0,0,0,6,0,71,19,16,10,4,4,0,1,0,1,10,-0.30035001039505,-1.424015998840332,1.1236660480499268,-6.1620001792907715,-0.6113665103912354,0.9064565896987916,1.054524540901184,1.1502444744110107,1.2110460996627808,13,-0.0597289353609085,-0.2716162319734191,3,4,0.25,0.81818182,0.57894737,1.0,0.77777778,0.18181818000000005,0.57894737,,2007,-0.71,,,
Neal Musser,KCR,0,1,0,17,0,24.2,6.9324336832158835,5.108109029738019,1.824324653477864,0.3461538461538461,0.84615385,0.337349397,0.147058823,92.29706804142442,4.378379168346874,,6.036902942685426,5.130905570574142,-0.3219006061553955,Neal Musser,2727,461377,1.35714286,0.1637931,0.12068966,0.04310345,0.3137254901960784,1.8648652013329277,95.4432100702798,135.96785332033042,115.21210199168938,-1.658523774338552,4.825901236199346,0,0,0,1,0,116,32,13,12,5,14,3,0,2,0,19,-0.3926399946212768,-1.1029459238052368,0.71030592918396,-3.248999834060669,-0.3154886960983276,0.4296616315841675,0.424690842628479,0.6830470561981201,0.8954571485519409,14,-0.0275572501122951,-0.8862781165077322,1,4,0.3015873,0.59677419,0.448,0.73684211,0.81081081,0.21428570999999996,0.496,,2007,0.12,,,
Geoff Geary,PHI,3,2,0,57,0,67.1,5.079208879982388,3.341584789462097,1.0693071326278711,0.2962962962962963,0.65400844,0.492957746,0.117647058,90.54702409351144,4.410891922089968,,5.170298574597469,4.892637200975335,-0.3255699574947357,Geoff Geary,1813,407783,1.52,0.12837838,0.08445946,0.04391892,0.2748091603053435,1.440594331456993,96.95301761136264,112.90491709037308,108.88848850273838,-0.7594066525075007,4.522319360142803,0,0,0,9,3,296,72,44,33,8,25,6,9,3,0,38,0.3416459262371063,-5.222052097320557,5.563697814941406,3.7180001735687256,0.4216842651367187,1.071802020072937,0.9172602295875548,1.3046000003814695,1.080663800239563,47,0.4340016841888428,-0.1152432569432428,18,9,0.2962963,0.66,0.51343284,0.525,0.89393939,0.19186046999999995,0.59701493,,2007,-0.85,,,
Sean Gallagher,CHC,0,0,1,8,0,14.2,3.0681833477067295,7.363640034496151,1.8409100086240375,0.3018867924528302,0.61151079,0.392857142,0.12,92.9234840029762,8.590913373578843,,7.87597108833176,7.355185510534557,-0.3267702758312225,Sean Gallagher,8261,451595,0.41666667,0.06756757,0.16216216,-0.0945946,0.3114754098360656,2.1136374173090804,186.38812149168248,173.89191053241638,164.3933184447603,0.7149422852470826,6.803453725321188,0,0,0,0,0,74,19,15,14,3,12,0,1,0,0,5,-0.2287959605455398,-0.4823819398880005,0.2535859942436218,-7.073999881744385,-0.6431775093078613,0.2268864959478378,0.3194165825843811,0.4409250020980835,0.0828400030732154,5,-0.3835501968860626,-0.6248657495532575,0,2,0.16901408,0.64383562,0.40972222,0.75,0.93617021,0.10169492000000002,0.50694444,,2007,-0.43,,,
Josh Sharpless,PIT,0,1,0,6,0,4.1,2.076923686371931,2.076923686371931,6.230771059115794,0.25,0.52631579,0.222222222,0.25,,12.461542118231588,,12.47037708011684,6.944299618557997,-0.3281254172325134,Josh Sharpless,5567,457465,1.0,0.04761905,0.04761905,0.0,0.35,1.8461543878861613,283.7506515888225,282.41353497033515,155.13211878780123,-0.0088349618852525,6.885458431649363,0,0,0,0,0,21,7,6,6,3,1,0,0,0,0,1,-0.6636419892311096,-0.7237280011177063,0.0600860007107257,-5.2829999923706055,-0.5159640312194824,0.4242371618747711,0.711233377456665,0.9266666769981384,0.9782999753952026,4,-0.5288326740264893,-1.0354857046331518,0,2,,,,,,,,,2007,-0.31,,,
Casey Fossum,TBD,5,8,0,40,10,76.0,6.276316419532818,3.1973687420261525,1.776315967792307,0.3574144486692015,0.58677686,0.446886446,0.170454545,87.1665533156622,7.697369193766663,,5.713289599537545,4.600047250591289,-0.3339046165347099,Casey Fossum,188,407154,1.96296296,0.1456044,0.07417582,0.07142857,0.3293051359516616,1.7894738638500278,172.5746979973909,129.2502624640076,103.4546782139424,1.9840795942291187,4.492381918021261,3,0,0,2,4,364,109,71,65,15,27,1,6,3,0,53,-3.075160026550293,-7.573393821716309,4.498234033584595,-36.71470069885254,-3.5760281085968018,0.8543781603454913,0.7433005006689775,1.2115750312805176,1.2422060894243645,33,-2.049224853515625,-1.550071300434246,4,9,0.21568627,0.62962963,0.42857143,0.54545455,0.79411765,0.26666667,0.51428571,,2007,-1.73,,,
Ricky Stone,CIN,0,0,0,5,0,5.1,5.062500301748532,0.0,6.750000402331376,0.2,0.83333333,0.263157894,0.333333333,,10.125000603497064,,12.42710568830374,5.499668655399294,-0.3404931426048279,Ricky Stone,576,150392,3.0,0.13043478,0.0,0.13043478,0.3181818181818182,1.312500078231101,220.36271137381425,268.8488351901205,122.57072877249004,-2.3021050848066764,4.81224188533407,0,0,0,0,0,23,7,6,6,4,0,0,1,0,0,3,-0.3176400065422058,-0.4415079951286316,0.1238679885864257,-3.95199990272522,-0.3762872815132141,0.3302087187767029,0.5023666620254517,0.6920799612998962,0.472599983215332,2,-0.6275457143783569,-0.3343913529375536,0,2,,,,,,,,,2007,-0.22,,,
Colby Lewis,OAK,0,2,0,26,1,37.2,5.495577018481309,3.345133837336449,1.6725669186682246,0.3008130081300813,0.64453125,0.379844961,0.118644067,91.77590070452008,6.45132954343458,,5.788278540561425,5.337319566181774,-0.3452503383159637,Colby Lewis,1259,407890,1.64285714,0.13529412,0.08235294,0.05294118,0.2875816993464052,1.5398235124247146,146.75032139548793,131.10627427071972,119.78374894279176,0.6630510028731553,4.756137939140097,0,0,0,3,1,170,44,28,27,7,14,3,3,1,1,23,-0.5492400527000427,-1.9730859994888303,1.4238459393382072,-11.351999759674072,-1.0846610367298126,0.5244868146201779,0.5404057969217715,0.7923922928480002,0.5225555387636026,18,-0.3318279683589935,-0.7153671896313758,5,4,0.27111111,0.67579909,0.47072072,0.6557377,0.87162162,0.19138756,0.49324324,,2007,-0.6,,,
Jonah Bayliss,PIT,4,3,0,39,0,37.2,6.929204709416737,4.30088568170694,1.9115047474253068,0.3524590163934426,0.58528428,0.269230769,0.108108108,90.8919416155134,8.362833269985718,,6.053764907728848,5.757242027238304,-0.3484707176685333,Jonah Bayliss,4560,435058,1.61111111,0.16201117,0.10055866,0.06145251,0.320754716981132,1.8318587162825857,190.42261118031485,136.376152688074,128.37632704076373,2.3090683622568697,4.96832066982488,0,0,0,4,1,179,51,36,35,8,18,2,2,1,0,29,0.427094042301178,-2.314594030380249,2.7416880130767822,-12.031000137329102,-1.19159197807312,0.780029296875,0.8007748126983643,1.0251282453536987,1.353857159614563,28,-1.0705833435058594,1.6181192424935356,9,6,0.26666667,0.65384615,0.51219512,0.75,1.0,0.047619049999999996,0.63414634,,2007,-1.4,,,
Jason Davis,- - -,2,0,0,24,0,37.0,4.621622931966324,6.0810828052188475,0.9729732488350156,0.2992125984251969,0.66246057,0.488372093,0.093023255,93.88732147216795,5.837839493010094,,5.807173436222882,5.859668650387394,-0.35399956908077,Jason Davis,1598,425186,0.76,0.10734463,0.14124294,-0.03389831,0.28,1.8108113242207236,132.8059366068422,132.68653648478565,131.3527105880042,0.0306660567872114,5.646904700071904,0,0,0,1,0,177,42,27,24,4,25,2,2,2,2,19,-0.1673419922590255,-1.387757956981659,1.2204159051179886,-9.262000560760498,-0.9453443959355354,0.4525423783646977,0.4073160638411839,0.5127750039100647,0.9920666456222534,15,-0.2081139683723449,-0.1616679576071197,3,4,0.2,0.61842105,0.44274809,0.77272727,0.81914894,0.18965516999999998,0.58015267,,2007,-0.33999999999999997,,,
Stephen Randolph,HOU,0,1,0,14,0,13.1,14.8500056648276,11.475004377366782,2.7000010299686545,0.5,0.5988024,0.189189189,0.235294117,91.4506753177966,12.150004634858943,,7.88960691452094,5.589058618933097,-0.3551146388053894,Stephen Randolph,1655,150159,1.29411765,0.28205128,0.21794872,0.06410257,0.35,2.8500010871891353,277.47932090573977,174.3677324827083,124.58554192568066,4.260397720338005,4.980196249172503,0,0,0,0,0,78,21,19,18,4,17,2,1,2,0,22,-0.8245120048522949,-1.4619519710540771,0.6374400854110718,-11.154999732971191,-1.0891609191894531,0.6733219623565674,0.5134543180465698,0.5393856763839722,0.71697998046875,10,-1.0988658666610718,-0.1256775924094979,0,6,0.24324324,0.51041667,0.36714976,0.33333333,0.73469388,0.40789474000000003,0.46376812,,2007,-0.76,,,
Juan Rincon,MIN,3,3,0,63,0,59.2,7.39106507529353,4.2234657573105885,1.357542564849832,0.3060109289617486,0.69544365,0.486631016,0.134328358,93.66283458597046,5.128494133877143,,5.116701032824075,4.564460512308804,-0.3585242331027984,Juan Rincon,752,346799,1.75,0.18014706,0.10294118,0.07720588,0.2697095435684647,1.5586599818646218,115.4111036987782,117.96612730760532,102.66650489706102,0.011793101053068,4.196897016490845,0,0,0,14,2,272,65,38,34,9,28,3,3,4,0,49,-0.5582900643348694,-4.563727855682373,4.005437850952148,-9.055999755859377,-0.8934168219566345,0.9088156819343568,0.8358015418052673,0.9593174457550048,1.05194890499115,47,-0.4998880624771118,-0.114416989067096,12,10,0.26767677,0.56768559,0.42857143,0.75471698,0.80769231,0.20765027000000003,0.53629977,,2007,-0.48,,,
Tim Corcoran,TBD,0,0,0,9,0,17.1,3.115384501112993,6.230769002225986,1.0384615003709976,0.2586206896551724,0.58823529,0.416666666,0.095238095,93.50472259521484,6.749999752411485,,6.2972973362228615,6.317139155496671,-0.3610841035842895,Tim Corcoran,2351,434898,0.5,0.07594937,0.15189873,-0.07594937,0.2575757575757575,1.6730768617088296,151.33471442401327,142.299890236617,141.4847446768049,0.4527024161886235,6.380406816288927,0,0,0,0,0,79,17,14,13,2,12,3,1,1,0,6,-0.7200520038604736,-1.1267999410629272,0.4067479968070984,-7.835000038146973,-0.7683085799217224,0.6022308468818665,0.4475899040699005,1.0978000164031982,0.5347999930381775,6,-0.0456907041370868,-1.149950481611937,0,4,0.0,0.25,0.125,,1.0,0.0,0.5,,2007,-0.23,,,
Wilfredo Ledezma,- - -,3,3,0,44,1,59.1,7.129213435400648,5.764044905217545,1.0617977456979688,0.3351063829787234,0.67209776,0.391534391,0.09090909,92.87561362861788,5.612359512974978,,5.110391645011028,5.204679136965556,-0.3628697588574141,Wilfredo Ledezma,1669,425656,1.23684211,0.16785714,0.13571429,0.03214286,0.2892561983471074,1.8202247069108035,128.49524114835197,114.95337951368889,116.3362416734045,0.5019678679639501,4.952616043919177,0,0,0,4,2,280,70,42,37,7,38,4,0,3,2,47,-0.7122060656547546,-4.37783220410347,3.665626049041748,-11.776000499725342,-1.10169118642807,0.7759689443014763,0.7660231647426134,0.7713181715119969,0.9604064726060436,31,-1.2631541937589643,0.3453261403490704,8,10,0.24154589,0.6473029,0.45982143,0.58,0.84615385,0.21844660000000005,0.53794643,,2007,-0.75,,,
Kirk Saarloos,CIN,1,5,0,34,3,42.2,5.695313603268219,4.007813276373931,1.687500326894287,0.3194444444444444,0.61728395,0.533783783,0.181818181,86.17384440104166,7.17187638930072,,5.958355667349053,4.8145303282741825,-0.3826234526932239,Kirk Saarloos,1516,424164,1.42105263,0.13432836,0.09452736,0.039801,0.3016759776536313,1.7109378314344854,156.09027482312342,128.20575254788244,107.127991594007,1.2135207219516664,4.5271628838312274,0,0,0,4,1,201,54,36,34,8,19,1,3,1,0,27,-0.2617279291152954,-3.954793930053711,3.693065881729126,-10.056800603866575,-1.003696233034134,1.0562877899262963,0.9819558571491924,1.2052411962957943,1.2039407624138727,27,-0.8845457136631012,0.6367648232548557,8,5,0.27722772,0.65714286,0.47087379,0.75,0.85507246,0.17525773,0.50970874,,2007,-0.87,,,
Jeff Karstens,NYY,1,4,0,7,3,14.2,3.068183148203394,5.522729666766109,2.454546518562715,0.3709677419354839,0.49342105,0.274193548,0.125,87.65650227864583,11.045459333532218,,7.944152634597906,7.135728895067629,-0.3852581828832626,Jeff Karstens,5879,444371,0.55555556,0.0625,0.1125,-0.05,0.380281690140845,2.454546518562715,245.32078664820412,177.6247207061006,159.6148296843493,3.1013066989343123,6.685672579879085,0,0,0,0,0,80,27,21,18,4,9,0,0,2,0,5,-1.2327320277690887,-2.2446279525756836,1.011896014213562,-10.99720048904419,-1.0507552325725555,0.9458305605922837,0.8483122995025233,1.1132571186338152,0.6221199870109558,5,-0.9019265174865724,-0.4014063194193804,1,2,0.375,0.75,0.6,1.0,0.88888889,0.08333332999999998,0.6,,2007,-1.04,,,
Dan Giese,SFG,0,2,0,8,0,9.1,6.75000574759564,1.9285730707416116,3.857146141483223,0.1666666666666666,1.0,0.5,0.444444444,88.49725250699628,4.8214326768540285,,7.95389486916553,3.5921326037197994,-0.3906484246253967,Dan Giese,2656,435500,3.5,0.18918919,0.05405405,0.13513514,0.2285714285714285,1.0714294837453398,108.36726143319196,181.30709572678933,79.57564772342116,-3.1324621923115012,3.44786040581222,0,0,0,0,0,37,8,5,5,4,2,0,0,0,0,7,-0.257062017917633,-0.7432000041007996,0.4861380159854889,0.8229999542236328,0.0629868060350418,0.750062882900238,1.1102159023284912,1.2366999387741089,1.393679976463318,5,-0.2198223024606704,-0.1228983197405797,2,3,0.33928571,0.53846154,0.44628099,0.68421053,0.82857143,0.22222222000000003,0.53719008,,2007,-0.01,,,
Kei Igawa,NYY,2,3,0,14,12,67.2,7.049261646728553,4.921182659036915,1.9950740509609113,0.2990196078431372,0.71875,0.298165137,0.136363636,90.8530731201172,6.251232026344189,,6.372610317009837,5.530127305885263,-0.3906652331352234,Kei Igawa,7794,506432,1.43243243,0.16932907,0.11821086,0.05111821,0.2794117647058823,1.6699508722858,138.84050557929933,142.79769929501472,124.05404521204242,-0.1213782906656479,5.220190990485237,1,0,0,0,0,313,76,48,47,15,37,1,4,5,1,53,-1.3291358053684237,-6.292182266712189,4.963046014308929,-11.379700183868408,-1.1050769686698914,0.9390230448916554,0.8416254585736418,1.0062142951147897,1.3115285805293493,14,-1.775024801492691,0.3595794483684988,1,1,0.33333333,1.0,0.6,1.0,1.0,0.0,0.4,,2007,-0.31,,,
Charlie Haeger,CHW,0,1,0,8,0,11.1,0.7941181370959286,6.352945096767429,2.382354411287786,0.3043478260869565,0.68807339,0.375,0.166666666,85.37965698242188,7.147063233863358,,8.886667448923749,7.437887764319749,-0.3927845954895019,Charlie Haeger,3545,446624,0.125,0.01694915,0.13559322,-0.11864407,0.34,2.2058837141553576,153.52790741061654,189.4822586104704,166.30702935471854,-1.7396042150603908,7.097831578756869,0,0,0,1,0,59,17,11,9,3,8,2,1,0,0,1,-0.290226012468338,-1.1893880367279053,0.8991619944572449,-5.503000259399414,-0.5211350321769714,0.9117220044136048,0.6779181361198425,0.7418000102043152,0.6403332948684692,3,-0.7072246670722961,0.3888973578010851,1,3,0.27272727,0.5,0.42574257,0.88888889,0.91176471,0.09302326000000005,0.67326733,,2007,-0.22,,,
Marty McLeary,PIT,0,0,0,4,0,7.2,5.869568259595923,2.3478273038383692,4.6956546076767385,0.217391304347826,0.55555556,0.296296296,0.25,,8.217395563434291,,9.500477950921686,5.3358968985038,-0.3942948281764984,Marty McLeary,2022,276373,2.5,0.14705882,0.05882353,0.08823529,0.28125,1.43478335234567,187.1109789916169,214.8208111438277,118.87938047263978,-1.2830823874873951,4.779020905403559,0,0,0,0,1,34,9,8,7,4,2,0,0,0,0,5,-0.3707159757614136,-0.531548023223877,0.1608320027589798,-4.7769999504089355,-0.4766260087490082,0.3094173371791839,0.419096440076828,1.0354000329971311,0.5210000276565552,4,-0.2460609972476959,-0.9520489055168396,0,1,,,,,,,,,2007,-0.29,,,
Edwar Ramirez,NYY,1,1,1,21,0,21.0,13.285722732549315,6.000003814699691,2.5714302062998677,0.3673469387755102,0.67484663,0.346153846,0.193548387,90.71293604651164,8.14286231994958,,6.430083359613649,4.567636985662816,-0.3965112268924713,Edwar Ramirez,4830,469735,2.21428571,0.30097087,0.13592233,0.16504854,0.2790697674418604,1.8095249599887957,180.85380875321516,144.0713620293375,102.73685727157604,1.7127789603359318,3.4601090876906353,0,0,0,3,2,103,24,19,19,6,14,2,3,4,0,31,-0.998467981815338,-2.11069393157959,1.1122260093688965,-10.79699993133545,-1.0528751611709597,0.8215445280075073,0.6153749823570251,0.9825999736785888,0.9481624960899352,16,-0.8821566104888916,-0.3331980632704521,2,7,0.4296875,0.675,0.52403846,0.47272727,0.77777778,0.37614678999999995,0.38461538,,2007,-0.6,,,
Scott Feldman,TEX,1,2,0,29,0,39.0,4.384615384615385,7.384615384615385,0.6923076923076923,0.3037037037037037,0.70855615,0.588235294,0.085714285,87.14691327069256,5.769230769230769,,5.957553858634753,6.083362614191495,-0.3982168138027191,Scott Feldman,6283,444857,0.59375,0.09895833,0.16666667,-0.06770833,0.2802547770700637,1.948717948717949,124.03368786531406,130.49294638866468,136.307073418851,-0.1883230894039842,5.849226462956346,0,0,0,0,0,192,44,26,25,3,32,5,3,2,2,19,-0.6869321465492249,-1.8848339319229128,1.197901964187622,-4.789000511169434,-0.4797379374504089,0.451884776353836,0.4244433045387268,0.5746896266937256,0.4225789606571197,19,-0.7592909932136536,-0.7608579086633624,2,6,0.29279279,0.56034483,0.42951542,0.73846154,0.9,0.15384615000000001,0.51101322,,2007,-0.15,,,
Shawn Camp,TBD,0,3,0,50,0,40.0,8.100003089905965,4.050001544952982,1.5750006008150486,0.417910447761194,0.68733154,0.571428571,0.24137931,54.82601165771485,7.200002746583079,,5.289605922699273,3.924098046466982,-0.4002171456813812,Shawn Camp,1855,425861,2.0,0.18181818,0.09090909,0.09090909,0.3559322033898305,2.025000772476491,161.4237628848787,119.7830689171366,88.48378872053291,1.910396823883806,3.6373461073848024,0,0,0,11,2,198,63,33,32,7,18,6,3,2,0,36,-1.4695440530776978,-4.703455924987793,3.2339119911193848,-15.517999649047852,-1.5025278329849243,1.1772855520248413,0.8705013394355774,1.409775972366333,1.2452523708343506,42,-0.8145262002944946,-0.4337215596055519,13,14,0.375,0.44444444,0.42028986,0.88888889,0.95,0.06896552,0.65217391,,2007,-0.86,,,
Scott Schoeneweis,NYM,0,2,2,70,0,59.0,6.254242140618385,4.2711897545686535,1.220339929876758,0.2918918918918919,0.69682152,0.513368983,0.142857142,90.61809480274825,5.033902210741627,,5.188759195350301,4.61673275740875,-0.4038413465023041,Scott Schoeneweis,33,150011,1.46428571,0.15471698,0.10566038,0.0490566,0.2649572649572649,1.5254249123459476,116.42750400719396,116.84992629735058,102.66971538833292,-0.1548569846086742,4.412118046982598,0,0,0,11,1,265,62,36,33,8,28,5,3,3,1,41,-0.0892580449581146,-3.6342580318450928,3.5450000762939453,-0.193000242114067,-0.0326794311404228,0.7754021286964417,0.7589827179908752,1.0020999908447266,1.2431811094284058,53,0.0253332294523715,-0.1404451715722233,11,9,0.30841121,0.68686869,0.49029126,0.60606061,0.91176471,0.18811880999999997,0.48058252,,2007,-0.39,,,
Jose Capellan,- - -,0,3,0,17,0,26.0,6.923076161266162,3.115384272569773,2.4230766564431567,0.2692307692307692,0.67375887,0.352941176,0.179487179,93.56277718221337,5.53846092901293,,6.354989413255809,4.736698511333462,-0.4101775586605072,Jose Capellan,2236,430642,2.22222222,0.17391304,0.07826087,0.09565217,0.2666666666666666,1.423076766482489,123.51274005302216,141.5298544423076,106.0508080951704,-0.8165284842428786,4.196716809316772,0,0,0,1,0,115,28,19,16,7,9,2,1,3,0,20,-0.627406045794487,-1.9436580538749697,1.3162519335746763,-5.256999731063843,-0.5134149258956313,0.6688062204578058,0.6230441293408794,0.740729412611793,0.906975030899048,8,-0.8260195776820183,-0.1120788230251702,1,3,0.20689655,0.68292683,0.48571429,0.83333333,0.85714286,0.14705882000000003,0.58571429,,2007,-0.32999999999999996,,,
Jo-Jo Reyes,ATL,2,2,0,11,10,50.2,4.7960530754251405,5.32894786158349,1.598684358475047,0.2822085889570552,0.64032698,0.448484848,0.136363636,91.48367406097933,6.217105838514072,,6.3185527940453845,5.643457846307927,-0.4129026271402836,Jo-Jo Reyes,5559,457456,0.9,0.1173913,0.13043478,-0.01304348,0.2763819095477386,1.6776317342022098,141.46220633529057,142.4817496186852,125.8116782222546,-0.1014469555313128,5.827722980207809,2,0,0,0,0,230,55,39,35,9,30,2,1,1,0,27,-1.2554340474307537,-5.106106147170067,3.850672096014023,-10.404499650001526,-1.0334378480911257,1.0530915678056896,0.903666523369876,0.8888000033118508,1.123945409601385,11,-0.9483185783028604,-0.2438228135864337,0,0,0.20308483,0.60714286,0.41935484,0.75949367,0.89705882,0.13390312999999998,0.53524492,,2007,-0.88,,,
