Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Year,EV,Barrel%,HardHit%,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%
Brian Anderson,ARI,4,9,0,29,22,133.1,3.712500460267124,2.025000251054795,1.687500209212329,0.2847826086956522,0.61842105,,,,5.1975006443739735,,5.3591371157646535,,0.3415266573429107,Brian Anderson,44,110230,1.83333333,0.09632224,0.0525394,0.04378284,0.2888888888888888,1.3950001729488588,114.94408982579198,120.52648603074644,,-0.1616364713906799,,9,1,0,,,571,156,93,77,25,30,2,1,2,1,55,-1.6400879845023155,-10.746484518051147,9.106395930051804,-18.887799501419067,-1.8906902372837069,0.9003139009346833,0.8636387586593628,0.9125310470317972,1.029792606830597,27,-1.3428798466920853,-0.4788047710835785,1,1,2001,,,,,,,,,,
Scott Eyre,TOR,1,2,2,17,0,15.2,9.191497008371908,4.021279941162709,0.5744685630232442,0.3414634146341463,0.78703704,,,,3.446811378139466,,3.368286031055801,,0.338121622800827,Scott Eyre,1300,113961,2.28571429,0.24242424,0.10606061,0.13636364,0.2586206896551724,1.4042564873901526,75.1163182080736,75.82186563672664,,0.0785253470836644,,0,0,0,,,66,15,6,6,1,7,2,1,2,0,16,0.0922180265188217,-1.780769944190979,1.872987985610962,1.9170002937316897,0.1621746122837066,1.538543462753296,1.7232182025909424,1.9667176008224487,1.2663333415985107,12,0.3091875314712524,-0.2492490060078292,7,4,2001,,,,,,,,,,
Chris George,KCR,4,8,0,13,13,74.0,3.8918914906381663,2.1891889634839687,1.702702527154198,0.2771084337349397,0.65110565,,,,5.594594017792365,,5.373460914062903,,0.3339197039604187,Chris George,601,150203,1.77777778,0.10223642,0.05750799,0.04472843,0.2813559322033898,1.3648647241474128,116.41308560423442,117.047270393055,,0.2211331037294615,,6,1,0,,,313,83,48,46,14,18,0,0,3,2,32,-0.6383879780769348,-5.661062240600586,5.022674083709717,-3.794199943542481,-0.3488276302814483,0.8942280411720276,0.8933824896812439,0.8755384683609009,1.2514833211898804,12,-0.113377422094345,-0.600520989367038,0,0,2001,,,,,,,,,,
Dan Miceli,- - -,2,5,1,51,0,45.0,9.600001627604442,3.200000542534814,1.4000002373589813,0.3125,0.63909774,,,,4.800000813802221,,4.0046925469387,,0.3327351380139589,Dan Miceli,1463,119023,3.0,0.24120603,0.08040201,0.16080402,0.2568306010928962,1.4000002373589813,109.99750977574338,89.3802816259727,,0.795308266863521,,0,0,0,,,199,47,29,24,7,16,2,0,4,0,48,-1.202487975358963,-4.283889949321747,3.0814019441604614,-2.802999973297119,-0.3759327828884125,1.0683731497491449,1.1009517476476471,1.1149999791500615,1.269866704940796,36,-0.1741342842578888,-0.9513975354450948,10,8,2001,,,,,,,,,,
Mark Guthrie,OAK,6,2,1,54,0,52.1,8.942676680224395,3.439491030855536,1.2038218607994378,0.2957746478873239,0.69620253,,,,4.471338340112197,,4.176525556156648,,0.3322381973266601,Mark Guthrie,876,115260,2.6,0.23111111,0.08888889,0.14222222,0.2437810945273631,1.3184715618279557,101.97591117158282,94.54283888250217,,0.2948127839555496,,0,0,0,,,225,49,29,26,7,20,1,4,3,0,52,-0.1829638183116912,-4.3642096519470215,4.181245803833008,4.074999809265137,0.4291060864925384,1.056288242340088,1.2389410734176636,1.441029667854309,1.5091023445129397,43,-0.446520447731018,0.2733065360563453,11,13,2001,,,,,,,,,,
Cliff Politte,PHI,2,3,0,23,0,26.0,7.961544886148435,2.769233003877716,0.692308250969429,0.2933333333333333,0.82781457,,,,2.4230788783930017,,3.318367815864333,,0.3289017975330353,Cliff Politte,967,131700,2.875,0.21100917,0.0733945,0.13761468,0.24,1.2307702239456515,56.70684689784304,76.71221484573759,,-0.8952889374713311,,0,0,0,,,109,24,8,7,2,8,3,1,1,0,23,-0.3383359611034393,-2.007174015045166,1.6688379049301147,1.067000150680542,0.1114969328045845,0.9390405416488647,0.9436585903167723,0.891234815120697,0.9330124855041504,16,-0.2075608074665069,-0.1527388240162339,3,5,2001,,,,,,,,,,
Pedro Borbon Jr.,TOR,2,4,0,71,0,53.1,7.593753983082476,2.025001062155327,1.3500007081035514,0.2702702702702703,0.75757576,,,,3.7125019472847662,,4.211637439132057,,0.3257893025875091,Pedro Borbon Jr.,1289,111228,3.75,0.20737327,0.05529954,0.15207373,0.2388059701492537,1.1250005900862927,80.90650953196769,94.53518718324638,,-0.4991354918472903,,0,0,0,,,217,48,24,22,8,12,3,4,0,0,45,-0.7595340609550476,-4.8330979347229,4.073564052581787,0.1510001868009567,0.0036145807243883,1.0119107961654663,1.274806261062622,1.3470196723937988,1.2700631618499756,57,0.0581773929297924,-0.8087712830564964,13,18,2001,,,,,,,,,,
Kevin Walker,SDP,0,0,0,16,0,12.0,12.75000506639682,6.000002384186739,0.0,0.2083333333333333,0.69230769,,,,3.00000119209337,,2.2158031649058403,,0.3210883736610412,Kevin Walker,1060,276526,2.125,0.34693878,0.16326531,0.18367347,0.1219512195121951,1.0833337638114944,73.73012415259203,51.66662795124098,,0.7841980271875291,,0,0,0,,,49,5,4,4,0,8,2,0,0,1,17,0.1690680235624313,-0.6880419850349426,0.8571099638938904,3.3489999771118164,0.3002781271934509,1.0383338928222656,1.1146470308303833,1.1005624532699585,1.7789090871810913,11,0.3785905241966247,-0.2157642650027806,6,2,2001,,,,,,,,,,
Josh Beckett,FLA,2,2,0,4,4,24.0,9.0,4.125,1.125,0.1833333333333333,0.77981651,,,,1.5,,4.174136829376222,,0.3197980225086212,Josh Beckett,510,277417,2.18181818,0.24242424,0.11111111,0.13131313,0.160919540229885,1.0416666666666667,35.862640389745806,97.7047204821232,,-2.6741368293762218,,4,0,0,,,99,14,9,4,3,11,0,1,1,0,24,0.1569359898567199,-1.429695963859558,1.5866320133209229,3.16759991645813,0.3194521069526672,0.8624958992004395,0.793357253074646,0.8824999928474426,0.2865999937057495,4,0.496096134185791,-0.3141404982202119,0,0,2001,,,,,,,,,,
Randy Choate,NYY,3,1,0,37,0,48.1,6.517243093883407,5.0275875295672,0.0,0.25,0.7,,,,3.3517250197114667,,3.8353439327653303,,0.3193634748458862,Randy Choate,813,329092,1.2962963,0.16908213,0.13043478,0.03864734,0.1988304093567251,1.2620692975456758,76.42646574377065,86.67997702838247,,-0.4836189130538635,,0,0,0,,,207,34,21,18,0,27,2,9,3,0,35,0.614389955997467,-1.0302119255065918,1.6446020603179932,8.42199993133545,0.7851377725601196,0.4904704093933105,0.4865936934947967,0.5354162454605103,0.9377333521842957,24,0.5413441061973572,0.7113103745437732,5,0,2001,,,,,,,,,,
Britt Reames,MON,4,8,0,41,13,95.0,8.147368748207844,4.547368603650891,1.5157895345502967,0.3068592057761732,0.65349544,,,,5.589473908654219,,5.101768490746415,,0.3192072890233248,Britt Reames,794,337392,1.79166667,0.19907407,0.11111111,0.08796296,0.2664907651715039,1.568421115611071,122.57054302371914,113.46197616368524,,0.4877054179078044,,3,0,0,,,432,101,68,59,16,48,3,5,2,0,86,-1.225583892315626,-8.52989387512207,7.304310083389282,-16.95169973373413,-1.554042063653469,1.0373327226828266,0.9656523878329268,0.9964195039214158,1.1531263636915308,38,-1.1210117563605309,-0.0604644137403509,7,6,2001,,,,,,,,,,
Ben Weber,ANA,6,2,0,56,0,68.1,5.268293663265631,4.082927589030864,0.5268293663265631,0.2831050228310502,0.76763485,,,,3.42439088112266,,4.219868754546361,,0.317033588886261,Ben Weber,41,276533,1.29032258,0.13377926,0.10367893,0.03010034,0.2509505703422053,1.4195124592687949,76.82582548934131,94.9811952723565,,-0.7954778734237014,,0,0,0,,,299,66,28,26,4,31,8,5,0,1,40,0.5367900133132935,-4.535881996154785,5.072671890258789,9.438000679016112,0.9487774968147278,0.9717149138450624,0.9230873584747314,0.9308357238769532,1.26654052734375,37,0.6815496683120728,-0.129134545661312,11,9,2001,,,,,,,,,,
T.J. Mathews,- - -,1,1,1,30,0,37.2,6.9292062883688965,2.8672577744974745,0.955752591499158,0.2941176470588235,0.68281938,,,,4.300886661746212,,3.845597322292186,,0.3112159520387649,T.J. Mathews,567,118421,2.41666667,0.17682927,0.07317073,0.10365854,0.2565789473684211,1.3539828379571406,98.7301912634613,87.14945017636055,,0.4552893394540258,,0,0,0,,,164,39,20,18,4,12,3,0,1,0,29,-0.1424260586500167,-2.0932739973068237,1.9508480429649353,-0.8480000495910645,-0.0414860099554061,0.637384688503602,0.7111694193803347,0.9111866553624473,0.9334956511207247,23,-0.1993919312953949,-0.0240619125432336,5,6,2001,,,,,,,,,,
Mike Lincoln,PIT,2,1,0,31,0,40.1,5.355374095691752,2.4545464605253864,0.669421761961469,0.246031746031746,0.73660714,,,,2.677687047845876,,3.941699178658179,,0.3070970475673675,Mike Lincoln,1457,150221,2.18181818,0.14285714,0.06547619,0.07738095,0.2222222222222222,1.1157029366024482,61.27621692519836,90.16107925267934,,-1.2640121308123038,,0,0,0,,,168,34,16,12,3,11,0,4,2,0,24,0.3194400072097778,-2.466207981109619,2.7856481075286865,4.105999946594238,0.4033438861370086,0.8823087215423584,1.0568244457244873,1.1457096338272097,1.2858307361602783,26,0.5268082618713379,-0.1647581093449447,9,5,2001,,,,,,,,,,
Mark Wohlers,- - -,4,1,0,61,0,67.2,7.18226931652949,3.325124683578468,1.0640398987451096,0.291866028708134,0.66037736,,,,4.2561595949804385,,4.187068387756407,,0.3068514540791511,Mark Wohlers,414,124498,2.16,0.18120805,0.08389262,0.09731544,0.2546125461254612,1.3891632011394488,96.35035810686794,93.66463019269092,,0.069091207224031,,0,0,0,,,298,69,40,32,8,25,2,2,11,0,54,0.5566400289535522,-3.3282737731933594,3.884913921356201,-2.4759997725486755,-0.215118758380413,0.721183965665213,0.7678528941910843,0.8352163893277528,1.2847944531175826,36,0.3250496685504913,0.4467922683956704,11,8,2001,,,,,,,,,,
Chad Zerbe,SFG,3,0,0,27,1,39.0,5.07692407009889,2.3076927591358594,0.6923078277407578,0.3015873015873015,0.64853556,,,,3.923077690530961,,3.767085687774044,,0.3042847514152527,Chad Zerbe,1140,345792,2.2,0.13580247,0.0617284,0.07407407,0.271523178807947,1.3076925635103205,93.89575933342456,89.5051868136792,,0.1559920027569172,,0,0,0,,,162,41,21,17,3,10,0,1,2,0,22,-0.2366719804704189,-2.1933539509773254,1.9566820561885832,-4.429200232028961,-0.3128455057740211,0.7185002775963195,0.7998530962029282,0.8318814657352589,0.6136888994110955,18,-0.4658990278840065,0.1365018267274745,4,4,2001,,,,,,,,,,
Steve Reed,- - -,3,3,1,70,0,58.1,7.097145796547375,3.5485728982736875,0.925714669114875,0.2674418604651162,0.76149425,,,,3.5485728982736875,,4.146280140919776,,0.304239846765995,Steve Reed,1053,121002,2.0,0.184,0.092,0.092,0.2321428571428571,1.285714818215104,80.94657187125324,94.26144891061496,,-0.5977072426460888,,0,0,0,,,250,52,25,23,6,23,5,3,0,0,46,0.441942036151886,-3.2105339765548706,3.652475953102112,10.443000316619871,1.009970486164093,0.7976323189643714,0.938261894243104,1.0298400010381423,0.9863428686346326,56,0.3527854438871145,0.2012819197895404,13,9,2001,,,,,,,,,,
Rheal Cormier,PHI,5,6,1,60,0,51.1,6.487015558026028,2.980520661795742,0.8766237240575713,0.2767295597484276,0.6984127,,,,4.207793875476342,,4.101085298245306,,0.3007822632789612,Rheal Cormier,952,112690,2.17647059,0.16666667,0.07657658,0.09009009,0.2437810945273631,1.285714795284438,98.47418720127114,95.04264841881331,,0.1067085772310356,,0,0,0,,,222,49,26,24,5,17,4,4,1,0,37,-0.297770082950592,-5.339533805847168,5.041764259338379,4.289999961853027,0.4697612524032593,1.3002753257751465,1.447851300239563,1.4381732940673828,1.4804726839065552,44,-0.220682606101036,-0.0083228030211275,19,12,2001,,,,,,,,,,
Brian Boehringer,- - -,0,4,2,51,0,69.0,7.826088254528585,3.78260932302215,0.9130436296950016,0.2857142857142857,0.72368421,,,,3.6521745187800065,,4.10710801934027,,0.2955271750688553,Brian Boehringer,984,111145,2.06896552,0.19292605,0.09324759,0.09967846,0.2418772563176895,1.3913045785828595,85.63995530949875,95.66327469132588,,-0.4549335005602635,,0,0,0,,,311,67,35,28,7,29,5,5,0,0,60,-0.2406459599733352,-4.443948030471802,4.2033021450042725,-0.5600003004074097,-0.2760319113731384,0.8034999204799533,0.8587309420108795,0.848803930422839,0.8151999992482802,34,-0.3539972663857043,0.0545000868096433,9,8,2001,,,,,,,,,,
J.C. Romero,MIN,1,4,0,14,11,65.0,5.399999207716838,3.323076435518054,1.3846151814658558,0.2877358490566037,0.58536585,,,,6.230768316596351,,5.002982696555818,,0.2944454997777939,J.C. Romero,754,240694,1.625,0.13636364,0.08391608,0.05244755,0.2720306513409962,1.461538247102848,135.9050419691118,114.82277560817136,,1.2277856200405337,,5,0,0,,,286,71,48,45,10,24,1,1,1,0,39,-1.1514399820007384,-5.066715970635414,3.915275856852531,-12.21020007133484,-1.1343061216175556,0.8175618507682461,0.791465869971684,0.75328571668693,0.7561846237916213,13,-1.1878662705421448,-0.2205164480482027,0,0,2001,,,,,,,,,,
Bob Howry,CHW,4,5,5,69,0,78.2,7.322035555249518,3.4322041665232113,1.2584748610585108,0.3122362869198312,0.75289575,,,,4.690679027581722,,4.536425301536279,,0.2917148768901825,Bob Howry,237,133982,2.13333333,0.1849711,0.0867052,0.0982659,0.2724358974358974,1.4618647375932197,103.54832498950844,99.15052133589558,,0.154253726045443,,0,0,0,,,346,85,41,41,11,30,9,4,6,0,64,0.1546500921249389,-8.344466209411621,8.499115943908691,0.0019995123147964,-0.0054155737161636,1.4804253578186035,1.3697526454925537,1.4081391096115112,1.7262303829193115,46,0.3107592761516571,-0.2062959938198718,21,17,2001,,,,,,,,,,
Armando Benitez,NYM,6,4,43,73,0,76.1,10.96506842469286,4.716158462233487,1.4148475386700463,0.2701149425287356,0.81730769,,,,3.77292676978679,,4.267477765453205,,0.2866136729717254,Armando Benitez,865,110859,2.325,0.290625,0.125,0.165625,0.2114695340501792,1.296943577114209,90.20782260903032,99.58773385690304,,-0.4945509956664153,,0,0,0,,,320,59,32,32,12,40,6,1,5,0,93,3.304286003112793,-8.368379592895508,11.6726655960083,5.461999893188477,0.6417789459228516,2.003669500350952,1.812102437019348,1.7731342315673828,2.768244504928589,9,0.8552584648132324,0.7938588185181912,38,9,2001,,,,,,,,,,
Kyle Lohse,MIN,4,7,0,19,16,90.1,6.376384122863101,2.8892990556723426,1.5940960307157752,0.3017543859649123,0.67753002,,,,5.678967109424949,,5.163528092339506,,0.2811229415237903,Kyle Lohse,739,346798,2.20689655,0.15920398,0.0721393,0.08706468,0.2794520547945205,1.4501845834983789,123.86919624211136,118.4718588724481,,0.515439017085443,,4,0,0,,,402,102,60,57,16,29,0,8,5,0,64,-0.9779819641262292,-6.911984033882618,5.934002123773098,-11.433800339698792,-1.150668166577816,0.8330057516587378,0.8379567917436361,0.7561052449439701,0.948729412520633,17,-1.2897799909114838,0.1157401212241437,0,0,2001,,,,,,,,,,
B.J. Ryan,BAL,2,4,2,61,0,53.0,9.16981528076256,5.094341822645866,1.0188683645291734,0.2827586206896552,0.67988669,,,,4.245284852204889,,4.294420386022988,,0.2754546999931335,B.J. Ryan,168,124805,1.8,0.2278481,0.12658228,0.10126582,0.2292682926829268,1.452830816087895,98.204345022788,95.94699417704186,,-0.0491355338180996,,0,0,0,,,237,47,31,25,6,30,4,2,0,0,54,-0.1863600313663482,-4.247620105743408,4.061260223388672,-1.8560001850128176,-0.2749094069004059,1.0464417934417725,1.155326247215271,1.3000917434692385,1.145315408706665,52,0.1614550054073333,-0.3395442527350855,15,9,2001,,,,,,,,,,
Blake Stein,KCR,7,8,1,36,15,131.0,7.763358778625954,5.427480916030534,1.3740458015267176,0.2606232294617563,0.72891566,,,,4.740458015267175,,5.186541409528893,,0.2724974453449249,Blake Stein,632,133121,1.43037975,0.19894366,0.13908451,0.05985915,0.2304526748971193,1.4580152671755726,98.64010560543556,113.0123231144318,,-0.4460833942617173,,5,0,0,,,568,112,73,69,20,79,2,3,10,0,113,-0.6039699465036392,-8.985411882400513,8.381442070007324,2.423200212419033,0.2005771175026893,0.8093302121758461,0.7883811834010672,0.8411500106255213,0.8049741944959087,31,0.6645524799823761,-1.4108114697214278,3,5,2001,,,,,,,,,,
Trevor Hoffman,SDP,3,4,43,62,0,60.1,9.397794412675658,3.132598137558553,1.4917133988374065,0.2483660130718954,0.80357143,,,,3.430940817326034,,4.2093583618053145,,0.2718089520931244,Trevor Hoffman,1035,116034,3.0,0.25403226,0.08467742,0.16935484,0.2123893805309734,1.143646939108678,84.32119730096794,99.06491138272108,,-0.7784175444792805,,0,0,0,,,248,48,25,23,10,21,2,1,3,0,63,2.805314064025879,-7.273141860961914,10.078455924987791,4.353000164031982,0.3870473206043243,2.117586135864258,2.049731492996216,2.03252911567688,1.67262864112854,7,0.8895642757415771,0.435205478137141,37,8,2001,,,,,,,,,,
Jorge Julio,BAL,1,1,0,18,0,21.1,9.281249723397204,3.7968748868443103,0.8437499748542913,0.3538461538461538,0.68322981,,,,3.7968748868443103,,3.611636812612415,,0.2716303169727325,Jorge Julio,148,406402,2.44444444,0.22222222,0.09090909,0.13131313,0.2808988764044944,1.59374995250255,87.83147053191477,80.86337624897143,,0.1852380742318957,,0,0,0,,,99,25,13,9,2,9,0,1,1,0,22,0.2478239983320236,-1.490686058998108,1.738510012626648,-4.027000427246094,-0.400801420211792,0.9112332463264464,1.0995995998382568,1.1475999355316162,0.8062400221824646,10,0.001622509676963,0.270342982507506,4,3,2001,,,,,,,,,,
Lorenzo Barcelo,CHW,1,0,0,17,0,21.0,6.428574931866745,3.428573296995597,0.4285716621244496,0.323943661971831,0.63291139,,,,4.714288283368946,,3.5253275650700533,,0.2694961726665497,Lorenzo Barcelo,1435,150311,1.875,0.15625,0.08333333,0.07291667,0.2758620689655172,1.5238103542202657,104.0695072909707,77.28648922701423,,1.1889607182988926,,0,0,0,,,96,24,13,11,1,8,2,1,1,0,15,-0.0433560162782669,-1.2238500118255615,1.1804940700531006,-1.893999934196472,-0.1976094841957092,0.7472059726715088,0.9009279012680054,0.8883411884307861,1.0299999713897705,14,-0.2107989192008972,0.1527747359582836,3,3,2001,,,,,,,,,,
Ryan Rupe,TBD,5,12,0,28,26,143.1,7.723255574147473,3.0139533947892576,1.883720871743286,0.309692671394799,0.61235955,,,,6.593023051101501,,5.288671643559905,,0.2636961936950683,Ryan Rupe,1223,150142,2.5625,0.19370079,0.07559055,0.11811024,0.2795138888888889,1.458139489608692,147.19120041131345,120.17792283797924,,1.3043514075415965,,9,0,0,,,635,161,111,105,30,48,0,11,7,1,123,-2.71258008480072,-12.905010223388672,10.19242997467518,-33.021400451660156,-3.266382098197937,0.9641459429300524,0.9314412883683748,1.0292999701840535,0.973978579044342,28,-1.6249282360076904,-1.1885255825679009,0,2,2001,,,,,,,,,,
Jon Garland,CHW,6,7,1,35,16,117.0,4.69230799828606,4.230769506651365,1.2307693110258515,0.2860962566844919,0.77067669,,,,3.6923079330775552,,5.2970002238192695,,0.2604135796427727,Jon Garland,232,279782,1.10909091,0.11960784,0.10784314,0.01176471,0.2727272727272727,1.5213676205736222,81.50894562759416,115.59723456870744,,-1.6046922907417145,,6,0,0,,,510,123,59,48,16,55,2,4,3,0,61,0.5605458915233612,-8.836315989494324,9.396862268447876,10.766600012779236,0.9904867336153984,1.0142037098748344,0.8829496167600155,0.853405715738024,1.3046962994116325,27,-0.0007579922676086,0.5534535563496407,7,1,2001,,,,,,,,,,
Darwin Cubillan,MON,0,0,0,29,0,26.1,6.493670729295013,4.101265723765271,0.3417721436471059,0.3370786516853932,0.72115385,,,,4.101265723765271,,3.4668583382782394,,0.2598791420459747,Darwin Cubillan,771,319114,1.58333333,0.15702479,0.09917355,0.05785124,0.2844036697247706,1.6329113529806172,89.93590006174836,76.79495406311584,,0.634407385487032,,0,0,0,,,121,31,13,12,1,12,1,0,1,0,19,-0.2562780082225799,-0.9160340428352356,0.6597560048103333,-1.989999771118164,-0.1786274164915084,0.4034000337123871,0.516643762588501,0.4884413778781891,0.6638666391372681,18,-0.1122294068336486,-0.5230655530207647,1,4,2001,,,,,,,,,,
Adam Pettyjohn,DET,1,6,0,16,9,65.0,5.538462351059891,2.907692734306443,1.3846155877649728,0.3256880733944954,0.63043478,,,,5.815385468612886,,4.97221403460535,,0.257954865694046,Adam Pettyjohn,489,282562,1.9047619,0.13651877,0.07167235,0.06484642,0.3022388059701492,1.569230999466969,134.37337006201662,115.06276735385008,,0.8431714340075365,,3,0,0,,,293,81,48,42,10,21,2,4,2,0,40,-0.6861619651317596,-4.77579391002655,4.089632034301758,-10.852200031280518,-1.0678028166294098,0.7866141962223365,0.7849909514188766,0.7040375210344791,1.114680027961731,15,-1.041259527206421,0.1689615589940395,1,1,2001,,,,,,,,,,
Billy Koch,TOR,2,5,36,69,0,69.1,7.139424386285706,4.283654631771424,0.9086540127999988,0.2995169082125604,0.70264766,,,,4.802885496228566,,4.462598627065108,,0.2487488687038421,Billy Koch,924,150477,1.66666667,0.17857143,0.10714286,0.07142857,0.2565055762081784,1.471154115961903,104.66922487832424,100.10382365022087,,0.3402868691634575,,0,0,0,,,308,69,39,37,7,33,7,6,5,0,55,1.3202641010284424,-10.00551414489746,11.325778007507324,-2.5789997577667236,-0.2448631525039672,2.157377004623413,1.827225685119629,1.7438898086547852,1.5445846319198608,13,0.0629776716232299,0.5489988620095204,25,12,2001,,,,,,,,,,
Chris Nichting,- - -,0,3,1,43,0,42.1,8.503939657988479,1.700787931597696,1.700787931597696,0.3533834586466165,0.69498069,,,,4.464568320443951,,4.182995450441351,,0.2468089580070227,Chris Nichting,1414,119775,5.0,0.21164021,0.04232804,0.16931217,0.3038674033149171,1.4881894401479838,98.03264300615446,91.4825032870116,,0.2815728700026003,,0,0,0,,,189,55,27,21,8,8,1,0,2,0,40,-1.1252580136060717,-3.4973561614751816,2.372098028659821,-3.395999550819397,-0.3853613585233688,0.8043028194170732,0.7822793064446285,0.7599441935849744,0.8953874781727791,32,-0.917401559650898,-0.4816461453187475,6,7,2001,,,,,,,,,,
Pete Walker,NYM,0,0,0,2,0,6.2,5.399997425080573,0.0,0.0,0.2857142857142857,0.66666667,,,,2.6999987125402867,,1.849137401580538,,0.241792157292366,Pete Walker,1325,123839,4.0,0.16,0.0,0.16,0.24,0.8999995708467623,64.5549250666236,42.58157757326092,,0.8508613109597487,,0,0,0,,,25,6,2,2,0,0,0,0,0,0,4,0.2039839923381805,-0.2574639916419983,0.4614479839801788,2.437999963760376,0.2495776116847992,0.7439232468605042,0.9186285734176636,1.2968000173568726,1.319599986076355,1,0.11614890396595,0.1580514160254352,1,0,2001,,,,,,,,,,
Matt Ginter,CHW,1,0,0,20,0,39.2,5.445379024053465,3.1764710973645216,0.4537815853377888,0.2666666666666666,0.61302682,,,,5.218488231384571,,4.082750440423407,,0.237065702676773,Matt Ginter,233,215197,1.71428571,0.14371257,0.08383234,0.05988024,0.2328767123287671,1.2100842275674368,115.19989156365706,89.34023161550564,,1.135737790961164,,0,0,0,,,167,34,23,23,2,14,2,7,2,0,24,-0.556052029132843,-1.4677540063858032,0.9117019772529602,1.404999852180481,0.1221756935119628,0.4289637804031372,0.4559532403945923,0.5971199870109558,0.8654307723045349,13,0.4035040140151977,-1.69977203135286,0,4,2001,,,,,,,,,,
David Lundquist,SDP,0,1,0,17,0,19.2,8.694915535326022,3.2033899340674816,0.4576271334382116,0.3275862068965517,0.56390977,,,,5.949152734696751,,2.9982893701053084,,0.235144704580307,David Lundquist,1046,150326,2.71428571,0.22093023,0.08139535,0.13953488,0.2564102564102564,1.372881400314635,146.21053181177277,70.27082962719683,,2.950863364591443,,0,0,0,,,86,20,13,13,1,7,1,1,2,1,19,-0.5391979217529297,-0.9929879903793336,0.4537899792194366,-2.1669998168945312,-0.1237667798995971,0.3779164850711822,0.4081391394138336,0.4808706045150757,0.4223499894142151,8,0.2107775062322616,-1.637542262607918,1,2,2001,,,,,,,,,,
Brian Moehler,DET,0,0,0,1,1,8.0,2.25,1.125,0.0,0.2222222222222222,0.57142857,,,,3.375,,2.924136829376221,,0.2345102280378341,Brian Moehler,480,119215,2.0,0.06666667,0.03333333,0.03333333,0.2068965517241379,0.875,77.98453368345324,68.12826068110694,,0.4508631706237791,,1,0,0,,,30,6,3,3,0,1,0,0,0,0,2,0.1926220059394836,-0.4067060053348541,0.5993279814720154,1.416200041770935,0.1354569941759109,1.0836199522018433,1.1279300451278689,0.8700000047683716,2.935800075531006,1,0.2949939966201782,-0.117236097692525,0,0,2001,,,,,,,,,,
Mike Holtz,ANA,1,2,0,63,0,37.0,9.243249914091924,3.6486512818783914,1.216217093959464,0.3271028037383177,0.66,,,,4.8648683758378555,,4.130218690673522,,0.2341837286949157,Mike Holtz,920,116114,2.53333333,0.22754491,0.08982036,0.13772455,0.2666666666666666,1.486487559283789,109.1427765828544,92.98639792261253,,0.7346496851643334,,0,0,0,,,167,40,24,20,5,15,4,2,5,0,38,-0.0733019188046455,-2.785598039627075,2.7122962474823,-4.952000141143799,-0.4889105558395386,0.88395756483078,1.1064348220825195,1.1544889211654663,1.4056538343429563,52,-0.3499959707260132,0.2670712674132721,13,11,2001,,,,,,,,,,
Wayne Gomes,- - -,6,3,1,55,0,63.0,7.428573340245607,4.142858208983127,1.0000002573407547,0.3316326530612244,0.70498915,,,,5.28571564594399,,4.271359366126032,,0.2273040488362312,Wayne Gomes,191,114908,1.79310345,0.18245614,0.10175439,0.08070176,0.2823529411764706,1.6031750157367657,124.7633857597291,99.72250154599396,,1.0143562798179575,,0,0,0,,,285,72,37,37,7,29,6,1,4,0,52,-0.5577120946254581,-6.292648077011108,5.734935879707336,-6.6499998569488525,-0.6799217319348827,1.2403280241666614,1.3273025476015532,1.378447227044539,1.2595179470685811,39,-0.9529923498630524,0.5033434797585751,14,11,2001,,,,,,,,,,
Damaso Marte,PIT,0,1,0,23,0,36.1,9.660547753976871,2.972476231992884,1.2385317633303683,0.3052631578947368,0.66666667,,,,4.7064207006554,,3.929870527744483,,0.2220231890678405,Damaso Marte,247,150122,3.25,0.25324675,0.07792208,0.17532468,0.2446043165467626,1.2660546914043769,107.7017779305492,89.88755003519226,,0.776550172910917,,0,0,0,,,154,34,21,19,5,12,3,3,1,0,39,-0.4104900360107422,-1.0635160207748413,0.6530260443687439,0.2079999595880508,-0.0210134238004684,0.3456730544567108,0.4963122308254242,0.7393478155136108,0.5471158027648926,19,0.2219813764095306,-1.4094908762630938,1,5,2001,,,,,,,,,,
Courtney Duncan,CHC,3,3,0,36,0,42.2,10.33593996428012,5.273438757285776,1.054687751457155,0.3303571428571428,0.72580645,,,,5.0625012069943445,,4.174137097597186,,0.2211713194847107,Courtney Duncan,276,400131,1.96,0.25388601,0.12953368,0.12435233,0.253012048192771,1.5703128743917645,118.35707663290276,94.96823814787628,,0.8883641093971582,,0,0,0,,,193,42,24,24,5,25,3,2,2,0,49,-0.7465540170669556,-3.3968019485473633,2.6502480506896973,-2.490999937057495,-0.1761986464262008,0.9395341277122498,0.994905650615692,1.1465166807174685,1.4728095531463623,21,-0.4029639065265655,-0.3916363054793595,6,6,2001,,,,,,,,,,
