Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Pos,Year,bWAR,TB,XBH,BatSpd,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,TZ
Geronimo Gil,BAL,64,134,4,7,17,0,0.037313432,0.171641791,0.12,0.2,0.192,0.219696969,0.312,0.2308222990144383,,34.180624607873796,-2.031674906378612,-12.801373900513603,3.994967460632324,-0.4294221294754377,Geronimo Gil,142,282594,125,24,17,3,0,5,0,23,0,2,2,10,0,0.217391304,0.531696969,0.26785714,-0.5,-1.5,,-0.0316749063786119,5.511477766657741,-10.547461094235508,-0.7820279002189636,-2.8031938076019287,2.0211660861968994,-9.121999740600586,-0.9196266531944276,1.0289791822433472,2.9454667568206787,3,-1.0351250171661377,0.2751214002669001,349.1,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,0.33,39,7,,,,,,,,,,,,,,,
Erubiel Durazo,OAK,41,167,4,15,16,1,0.083832335,0.143712574,0.131578947,0.258064516,0.236842105,0.305389221,0.368421052,0.2992990777164162,,82.76801021653947,-2.1575909266248345,-5.671551705785136,-4.252341330051422,-0.4297477081858752,Erubiel Durazo,1413,220194,152,36,25,6,1,14,0,24,1,0,0,6,0,0.583333333,0.673810273,3.8033791124439578,-1.7000001668930054,-0.6000000238418579,,0.1424092641100287,16.337721995562276,-3.6760301668942374,-0.9537999033927916,-3.581223726272583,2.6274242401123047,-3.626999855041504,-0.3748911023139953,1.0835635662078855,2.930000066757202,2,-0.4617977738380432,-0.418445834509528,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142061002552509,0.0150025301845744,0.0292086005210876,0.0,0.0,,,1B,2005,-0.31,56,11,,,,,,,,,,,,,,,
Jeff Liefer,CLE,19,57,1,5,8,0,0.017543859,0.263157894,0.089285714,0.25,0.196428571,0.210526315,0.285714285,0.2165701629822714,,26.02892023719749,0.3870420897146687,-4.7614710336484976,-1.4961740970611572,-0.4345500582743712,Jeff Liefer,245,150325,56,11,8,2,0,1,0,15,0,0,0,1,0,0.066666666,0.4962406,1.79058440875,0.2000000029802322,0.2000000029802322,,-0.0129579162457957,1.6717733592093895,-5.159267798036247,0.337847888469696,-1.0658881664276123,1.4037359952926636,-3.984999895095825,-0.4232911765575409,1.079206943511963,1.9988571405410769,7,-0.4937017261981964,0.8067537228525814,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2083580046892166,0.0,0.10447502136230469,-0.2228813897818327,-0.3267640024423599,-82.85505138337611,0.0,,,1B,2005,-0.42,16,3,,,,,,,,,,,,,,,
Scott Hairston,ARI,15,20,0,0,0,0,0.0,0.3,0.05,0.142857142,0.1,0.1,0.15,0.1071192264556884,,-53.679639516977986,-0.301439780392684,-4.161216779777565,-0.9278760850429536,-0.4450503724631071,Scott Hairston,1926,430668,20,2,1,1,0,0,0,6,0,0,0,1,0,0.0,0.25,0.14285714,0.0,-0.3000000119209289,,-0.001439768471755,-1.2259672540731432,-3.6228238004751208,-0.4780600070953369,-0.5339040160179138,0.055843997746706,-5.493000030517578,-0.534254789352417,1.038450002670288,1.4781399965286257,10,-0.3971897959709167,-0.0631693988541063,13.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-0.0548079013824462,0.0,-0.6141069754958153,0.024531010538339497,-0.6443828940391542,7.969754934310913,0.0,,,LF,2005,-0.52,3,1,,,,,,,,,,,,,,,
Shane Costa,KCR,27,88,2,13,7,0,0.056818181,0.125,0.098765432,0.25,0.234567901,0.287356321,0.333333333,0.2774234119502977,,62.70488238855483,-0.0302351379068568,-4.037791725682056,-3.3780508041381836,-0.4457307933428392,Shane Costa,6358,430573,81,19,15,2,0,5,0,11,1,0,1,3,0,0.454545454,0.620689654,2.64285714,0.6000000238418579,-0.6000000238418579,,-0.0302351379068568,7.0151092704935385,-3.5310595336751627,-0.7191799879074097,-1.7076040506362915,0.9884238839149476,-5.307000160217285,-0.5139992833137512,0.9615558981895448,0.1897999942302703,4,-0.478008508682251,-0.269925115625509,162.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-0.1219889968633651,0.0,-2.178189992904663,0.1875617951154709,-2.112619027495384,-20.777650283915655,0.0,,,LF,2005,-0.38,27,4,,,,,,,,,,,,,,,
Chad Moeller,MIL,66,216,7,23,23,0,0.060185185,0.222222222,0.16080402,0.234482758,0.20603015,0.257009345,0.36683417,0.2699260227557079,,57.72108762337038,-1.5532714334549382,-13.02142349239304,1.4638800621032717,-0.4536047012832982,Chad Moeller,66,150224,199,41,24,9,1,13,1,48,1,1,2,9,0,0.270833333,0.623843515,2.64551670875,-0.2000000476837158,-1.2999999523162842,,-0.0532714334549382,15.87797682203953,-10.008073879101827,-2.2480101585388184,-5.251954078674316,3.003943920135498,-20.13599967956543,-2.029673337936402,1.0720983743667605,0.0099999997764825,1,-1.2064303159713743,-0.8904016653909848,520.2,0.0,0.0,-3.0,0.0,0.0,-3.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,-1.49,73,17,,,,,,,,,,,,,,,
Humberto Quintero,HOU,18,57,1,6,8,0,0.017543859,0.175438596,0.074074074,0.209302325,0.185185185,0.2,0.259259259,0.1923945921438711,,7.746027221003314,-0.1115181418135762,-6.7150430170492355,0.3113756775856018,-0.4560410285699368,Humberto Quintero,1824,279827,54,10,8,1,0,1,1,10,0,0,2,3,0,0.1,0.459259259,2.64285714,0.4000000059604645,-0.5,,-0.0115181477740406,0.5307536010025914,-6.3002875562430445,0.0624399594962596,-0.7337299585342407,0.7961699962615967,-2.2339999675750732,-0.2321818470954895,0.823772132396698,0.3176000118255615,3,-0.5157394409179688,0.5915370517385675,125.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2424830049276352,0.0143655197462067,0.2568489909172058,0.0,0.0,,,C,2005,-0.53,14,2,,,,,,,,,,,,,,,
Alex Sanchez,- - -,62,192,2,32,16,8,0.041666666,0.177083333,0.107954545,0.387323943,0.323863636,0.352941176,0.431818181,0.3403877686428767,,108.54168785686068,0.7302522353129461,2.6690451451597084,-13.653057157993317,-0.4570551421366809,Alex Sanchez,708,400128,176,57,43,11,1,8,1,34,1,2,5,3,5,0.235294117,0.784759357,6.0939593192198505,1.0000000447034836,0.3000000044703483,,-0.5697478138608858,25.275784257219296,2.2659614117603097,0.0253840386867523,-3.3800238966941833,3.4054079949855804,-1.6402000188827517,-0.1404438465833664,0.9905972258325968,1.34942855153765,14,0.0376983284950256,-0.0120733438647516,320.1,0.0,0.0,0.0,0.0,0.0,-2.0,-7.0,0.0,-9.0,-2.5143750309944153,0.0,-7.015461057424545,-2.8115056231617928,-12.341330885887146,-104.96893223462297,0.0,,,CF,2005,-0.14999999999999997,76,14,,,,,,,,,,,,,,,
Corey Patterson,CHC,126,483,13,47,34,15,0.047619047,0.244306418,0.133037694,0.261682242,0.215077605,0.25420168,0.348115299,0.2606119896594364,,49.63340514524777,4.4784203512826934,-26.07118513318367,5.746970534324646,-0.460750615541952,Corey Patterson,300,279913,451,97,66,15,3,23,3,118,1,1,5,5,5,0.194915254,0.602316979,5.7007240469576645,2.299999833106994,1.399999976158142,,0.7784205420175567,31.779918660063935,-26.104166935543823,-2.6304240226745605,-9.959168434143066,7.328743934631348,-26.92280006408691,-2.6641342639923096,1.035057783126831,0.6512888669967651,9,-2.127556800842285,-0.4137738046126578,986.2,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0849649980664253,0.0,4.757719993591309,-0.7875250279903412,4.055155046284199,6.534921508102786,0.0,,,CF,2005,-1.11,157,31,,,,,,,,,,,,,,,
Einar Díaz,STL,58,139,1,14,17,0,0.035971223,0.086330935,0.069230769,0.222222222,0.207692307,0.248175182,0.276923076,0.2358524716683548,,38.10792779307924,-1.7388736772118136,-12.542404337621369,3.3713878989219666,-0.4657535161239683,Einar Diaz,378,113330,130,27,20,6,0,5,0,12,2,0,2,8,0,0.416666666,0.525098258,2.1388248775,0.2000000476837158,-1.899999976158142,,-0.0388737487373873,6.296077529948131,-10.362075467545614,-1.2888799905776978,-2.7532920837402344,1.464411973953247,-9.732000350952148,-0.9908317923545836,0.8770766854286194,0.2981777787208557,9,-1.0268930196762085,-0.4426249962403061,307.0,0.0,-1.0,1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-0.135695993900299,0.0122286204714328,-0.1234679967164993,0.0,0.0,,,C,2005,-0.74,36,7,,,,,,,,,,,,,,,
Brayan Peña,ATL,18,40,0,2,4,0,0.025,0.175,0.051282051,0.21875,0.179487179,0.2,0.23076923,0.1783302991818159,,-0.6297904969037962,-0.6071988662006333,-5.661981035571332,-0.3055555820465088,-0.4678258026732246,Brayan Pena,3231,430910,39,7,5,2,0,1,1,7,0,0,0,1,0,0.142857142,0.43076923,1.08035714,-0.4000000208616256,-0.2000000029802322,,-0.0071988423587754,-0.0933627658176894,-4.887075858621644,-0.7660320401191711,-0.936681866645813,0.1706501245498657,-3.8459999561309814,-0.4041865170001983,0.9597795605659484,1.3029999732971191,6,-0.4218930006027221,-0.3762403120794825,81.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,-0.7,9,2,,,,,,,,,,,,,,,
Jon Lieber,PHI,36,78,0,7,4,0,0.012820512,0.371794871,0.027397261,0.155555555,0.09589041,0.106666666,0.123287671,0.1021030131975809,,-54.49853350384268,-0.0086386108305305,-15.1419806913518,7.931628227233887,-0.4683539050542628,Jon Lieber,287,117758,73,7,5,2,0,1,0,29,0,1,3,3,0,0.034482758,0.229954337,2.64285714,,,,-0.0086386108305305,-5.105247788834257,-14.45298831980197,-1.2701740264892578,-1.6543080806732178,0.3841339945793152,-17.591999053955078,-1.7614210844039917,0.937726616859436,,0,-1.3618136644363403,0.0072887915653645,218.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,-0.6,9,2,,,,,,,,,,,,,,,
Chris Gomez,BAL,89,254,1,27,18,2,0.106299212,0.066929133,0.063926941,0.297029702,0.278538812,0.358870967,0.342465753,0.317454680498795,,92.92642354555495,-2.2286864700727165,-4.422591272377005,-8.921312093734741,-0.4781331717257641,Chris Gomez,1208,114909,219,61,49,11,0,27,1,17,1,1,6,14,1,1.588235294,0.70133672,2.694142161899012,-0.4000000953674316,-1.7000000476837158,,-0.128686327021569,28.667430251735667,-1.7726478875694482,-0.6396398544311523,-4.233694076538086,3.5940544605255127,-7.584000110626221,-0.7557889223098755,0.9417230486869812,0.8724571466445923,7,-0.7688452005386353,0.0896223065859123,515.2,0.0,0.0,0.0,1.0,0.0,1.0,-7.0,0.0,-5.0,0.0,0.6098103588446975,-7.8466039299964905,0.4525277093052863,-6.784252696670592,-78.80025292772929,0.0,,,1B,2005,-0.28,75,12,,,,,,,,,,,,,,,
Quinton McCracken,ARI,134,246,1,23,13,4,0.093495934,0.142276422,0.060465116,0.277777777,0.237209302,0.3125,0.297674418,0.2716949925584308,,54.83580956963041,1.5092946101212874,-12.442986634113163,-0.3689347505569458,-0.4814208918850574,Quinton McCracken,1377,118609,215,51,43,4,3,23,4,35,1,1,6,4,0,0.657142857,0.610174418,5.94419123285358,0.800000011920929,0.0,,0.7092945982003585,18.44357862309991,-11.03775689764441,-0.0645359009504318,-4.336058139801025,4.27152156829834,-12.526900291442873,-1.22986102104187,1.0498257875442505,1.014145016670227,80,-0.7446805238723755,0.6832075616760533,347.1,0.0,0.0,0.0,0.0,-1.0,0.0,3.0,0.0,2.0,0.5919999778270721,0.0,-0.6155629754066467,-0.6574417933588849,-0.6810060441493988,13.783386986364018,0.0,,,CF,2005,-0.07,64,8,,,,,,,,,,,,,,,
Daryle Ward,PIT,133,453,12,46,63,0,0.081677704,0.132450331,0.144963145,0.274052478,0.26044226,0.317880794,0.405405405,0.3067046880183855,,83.80553067177654,-7.282504896167666,-16.49507505618783,-3.072390079498291,-0.4828402795477493,Daryle Ward,579,132880,407,106,72,21,1,37,10,60,1,8,0,18,2,0.616666666,0.723286199,1.980912718379792,-3.500000238418579,-2.799999952316284,,-0.9825047054328024,47.09509158940239,-7.193709186602403,-0.9364901185035706,-9.074580192565918,8.138090133666992,-7.841000080108643,-0.7997273206710815,1.075956106185913,1.158641695976257,24,-0.6018947958946228,-0.2684846862417568,891.2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0816768035292625,4.939780235290527,-0.4492399962618947,4.572216831147671,7.575662637046024,0.0,,,1B,2005,-0.65,165,34,,,,,,,,,,,,,,,
Mike Edwards,LAD,88,258,3,23,15,1,0.062015503,0.131782945,0.092050209,0.277227722,0.246861924,0.299610894,0.338912133,0.2849853228966086,,70.10421429564832,-1.6099692921852693,-11.295993781812465,-1.9694812893867493,-0.4877137678967772,Mike Edwards,1850,425855,239,59,45,9,2,16,0,34,2,0,1,6,1,0.470588235,0.638523027,3.293224145845206,-0.3999999761581421,-0.8999999761581421,,-0.3099693398689851,22.18247236050575,-8.736977088079762,-1.1799399852752686,-4.749762058258057,3.569821834564209,-11.565000534057615,-1.198925495147705,1.0181033611297607,1.7032889127731323,18,-1.068778395652771,-0.0901805375206961,530.3,0.0,0.0,0.0,0.0,-2.0,0.0,4.0,0.0,3.0,-1.0483700037002563,0.28174200654029846,1.2424939274787903,-1.6474472449626774,-1.171587035059929,-62.17406082476988,0.0,,,3B,2005,-0.31,81,14,,,,,,,,,,,,,,,
Gary Bennett,WSN,68,228,1,11,21,0,0.092105263,0.162280701,0.050251256,0.262195121,0.221105527,0.297777777,0.271356783,0.2564941999074575,,53.41742883177607,-1.4998909635469315,-14.837383461510552,2.48673677444458,-0.4939501120357312,Gary Bennett,420,110870,199,44,36,7,0,21,3,37,2,3,3,7,1,0.567567567,0.56913456,0.8246097616289981,-0.5,-0.5,,-0.4998909635469317,14.22430780311136,-13.099856825871184,-1.2767119407653809,-4.676958084106445,3.4002461433410645,-12.29300022125244,-1.2943722009658811,1.0698124170303345,1.903571367263794,7,-1.462848663330078,0.2694507176328562,523.1,0.0,-2.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,-1.12,54,8,,,,,,,,,,,,,,,
Jaime Bubela,SEA,11,20,0,3,0,1,0.05,0.2,0.0,0.133333333,0.105263157,0.15,0.105263157,0.124145969748497,,-34.99458199930884,0.0956806960748508,-3.2011097605304295,-2.4077634811401367,-0.4947754003055392,Jaime Bubela,8224,460647,19,2,2,0,0,1,0,4,0,0,0,1,0,0.25,0.255263157,7.021424709917044,0.0,-0.1000000014901161,,0.1956806975649669,-0.943997090888346,-3.3408536372903237,-0.1386459916830063,-0.3751319944858551,0.2364860028028488,-3.763999938964844,-0.3776578903198242,1.0455714464187622,0.031599998474121,1,-0.3168439865112304,0.1842409088756567,46.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.2546429932117462,0.0,-2.3407816141843796,0.1173661923457984,-2.4780653081834316,-43.92978837092718,0.0,,,CF,2005,-0.13,2,0,,,,,,,,,,,,,,,
Robert Andino,FLA,17,50,0,4,1,1,0.1,0.16,0.090909091,0.194444444,0.159090909,0.244897959,0.25,0.2185599555571874,,27.63532272295536,0.2899216177174821,-4.253808407283475,-2.3393490314483643,-0.4979069784589496,Robert Andino,4900,435180,44,7,3,4,0,5,1,8,0,0,1,2,0,0.625,0.494897959,4.668392435652175,0.4000000059604645,-0.3000000119209289,,0.1899216236779466,1.5488474026246992,-4.443293963380245,-0.569193959236145,-0.8942300081253052,0.3250359892845154,-4.585000038146973,-0.4788931012153625,0.8458546996116638,0.0,1,-0.4395169019699096,-0.2334047706264178,120.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,0.0,-5.0,0.0,-0.1117329970002174,-2.0492000579833984,-0.7957057058811188,-2.9566328898072243,-43.72099523898214,0.0,,,SS,2005,-0.68,11,4,,,,,,,,,,,,,,,
Greg Dobbs,SEA,59,154,1,8,20,1,0.058441558,0.162337662,0.084507042,0.288135593,0.246478873,0.287581699,0.330985915,0.2647970469792683,,60.381532125629064,-0.3460725583136081,-7.796194951488445,-2.38577139377594,-0.4996496519929236,Greg Dobbs,2158,425785,142,35,26,7,1,9,3,25,0,2,1,4,0,0.36,0.618567614,3.4106049880640343,-0.8999999761581421,0.4000000059604645,,0.1539274118840694,10.666386522845558,-7.789408884449671,-0.7643079161643982,-3.6729700565338135,2.9086620807647705,-3.027000188827514,-0.2963241338729858,1.2468947172164917,1.7300922870635986,26,-0.5344730615615845,-0.0784960252516171,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,-0.5589569807052612,0.0340379998087883,0.7359024365432562,0.4279363909736275,0.6389199718832972,-3.611279775698982,0.0,,,1B,2005,-0.28,47,9,,,,,,,,,,,,,,,
Ross Gload,CHW,28,44,0,2,5,0,0.045454545,0.204545454,0.047619048,0.212121212,0.166666666,0.204545454,0.214285714,0.1900129616260528,,3.5456023371460317,-0.4100783852627501,-5.592344611110973,-0.955634981393814,-0.5076873883343417,Ross Gload,1538,340393,42,7,5,2,0,2,0,9,0,0,0,1,0,0.222222222,0.418831168,0.9067460275,-0.4000000059604645,0.0,,-0.0100783793022856,0.3229347264432652,-4.950149675641085,0.0174500197172164,-0.7893679738044739,0.8068179488182068,-2.880000114440918,-0.2767724990844726,0.9170779585838318,0.6362499594688416,4,-0.3806438446044922,0.3996716922960484,105.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.4952090084552765,0.0,0.8892749845981598,-0.504364770371467,-0.11029896140098577,44.512779265642166,0.0,,,1B,2005,-0.41,9,2,,,,,,,,,,,,,,,
Pedro Martínez,NYM,31,76,0,2,1,0,0.013157894,0.342105263,0.0,0.139534883,0.086956521,0.1,0.086956521,0.0863295648779187,,-60.313872273402154,-0.0100783793022856,-15.310400761281866,7.72825288772583,-0.5121724290255559,Pedro Martinez,200,118377,69,6,6,0,0,1,0,26,0,0,6,1,0,0.038461538,0.186956521,1.30357142125,,,,-0.0100783793022856,-5.9669612331453505,-15.075016109472866,-1.3200981616973877,-1.7752821445465088,0.4551839828491211,-15.280000686645508,-1.5846859216690063,0.9637476205825806,,0,-1.4021934270858765,0.0324383859274921,217.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,-0.47,6,0,,,,,,,,,,,,,,,
Brandon Webb,ARI,33,76,0,0,2,0,0.013157894,0.394736842,0.0,0.1875,0.096774193,0.111111111,0.096774193,0.0959217387532431,,-61.06286753071887,-0.0100783793022856,-15.381884711716143,7.72825288772583,-0.5193413666972934,Brandon Webb,1692,425630,62,6,6,0,0,1,0,30,0,0,13,0,0,0.033333333,0.207885304,0.14285714,,,,-0.0100783793022856,-5.363329300229259,-14.471384176556771,-1.524084210395813,-1.832774043083191,0.3086900115013122,-16.42300033569336,-1.58337140083313,1.063784122467041,,0,-1.2786767482757568,-0.15402390800146,229.0,0.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,-0.49,6,0,,,,,,,,,,,,,,,
Melky Cabrera,NYY,6,19,0,1,0,0,0.0,0.105263157,0.0,0.235294117,0.210526315,0.210526315,0.210526315,0.1873763234991776,,5.410274379052278,-0.0057590738870203,-2.200294403353551,-3.6609888151288033,-0.5234751224579696,Melky Cabrera,4022,466320,19,4,4,0,0,0,0,2,0,0,0,0,0,0.0,0.42105263,1.08035714,0.0,0.0,,-0.0057590738870203,0.0979684223478348,-2.179045296734044,-0.1539279967546463,-0.2523279786109924,0.0984000042080879,-2.110999822616577,-0.2087538987398147,0.6223579049110413,,0,-0.1945039927959442,-0.0528263544849318,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,-0.2615480124950409,0.0,-3.5543599128723145,0.0708930976688861,-3.745007961988449,-112.35023885965347,0.0,,,CF,2005,-0.46,4,0,,,,,,,,,,,,,,,
Miguel Cairo,NYM,100,367,2,31,19,13,0.051771117,0.084468664,0.073394496,0.267558528,0.250764525,0.295774647,0.324159021,0.2737631593479989,,63.27322174103709,0.3227074920432642,-16.60369961568358,-0.5689640045166016,-0.5235538882474118,Miguel Cairo,1412,111867,327,82,62,18,0,19,2,31,4,5,12,5,3,0.612903225,0.619933668,4.450353478110803,-1.899999976158142,1.0,,1.2227074682014063,28.143902650459495,-15.838414976016791,-1.4265782833099363,-6.078182220458984,4.651604175567627,-16.531999588012695,-1.7236831188201904,0.9518412947654724,1.3707000017166138,12,-1.4062565565109253,-0.0924998970651262,723.3000000000001,0.0,0.0,0.0,2.0,0.0,2.0,-7.0,0.0,-3.0,-0.6331428772537038,1.5498078279197216,-2.9343562663998455,0.7971474511023187,-1.2205403350526467,-62.16790159827442,0.0,,,2B,2005,-0.52,106,20,,,,,,,,,,,,,,,
Chris Carpenter,STL,33,93,0,7,2,0,0.05376344,0.247311827,0.025974026,0.09090909,0.064935064,0.120481927,0.09090909,0.1046870867890047,,-48.37789561736591,-0.4307820769026875,-17.75956418442856,9.45694065093994,-0.5289038620713444,Chris Carpenter,1292,112020,77,5,3,2,0,5,0,23,0,1,10,2,1,0.217391304,0.211391017,3.7626906806902634,,,,-0.4307820769026875,-5.888037059300944,-17.03342000007014,-1.2628600597381592,-1.6782058477401731,0.4153459966182709,-17.910999298095703,-1.8516395092010496,0.7971261143684387,,0,-1.559495210647583,-0.0247711143099431,241.2,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,-0.36,7,2,,,,,,,,,,,,,,,
Charles Thomas,OAK,30,55,0,4,1,0,0.09090909,0.145454545,0.0,0.131578947,0.108695652,0.254545454,0.108695652,0.1981192101131786,,14.157496954425184,-0.0394206817727535,-5.804563524589414,-1.3427500128746033,-0.53054494332919,Charles Thomas,2962,433595,46,5,5,0,0,5,0,8,4,0,0,0,1,0.625,0.363241106,3.004384878631564,0.2000000029802322,0.2000000029802322,,-0.4394206877332181,0.772836514127901,-5.818518988477537,-0.5331999659538269,-0.8324660658836365,0.2992661595344543,-5.562000274658203,-0.5640242695808411,0.7726962566375732,0.3862999975681305,2,-0.6465950012207031,-0.0434561817293391,136.2,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-0.9766476899385451,0.0,1.0423804856836796,-0.9043669942766428,-0.8386346846818924,-20.97378637020787,0.0,,,LF,2005,-0.44,5,0,,,,,,,,,,,,,,,
Rickie Weeks Jr.,MIL,96,414,13,56,42,15,0.096618357,0.231884057,0.155555556,0.289682539,0.238888888,0.332524271,0.394444444,0.32206735916254,,92.10124376756846,-3.092583421501331,-7.199112828507158,-11.617437481880188,-0.5349097081956715,Rickie Weeks Jr.,1849,430001,360,86,58,13,2,40,2,96,11,1,2,11,2,0.416666666,0.726968715,6.15056352113135,-3.9000003337860103,-1.2000000476837158,,2.0074169599683955,48.30688428153463,-1.3080462289863035,-0.5076361894607544,-7.978466033935547,7.470829963684082,1.7660000324249268,0.2182334810495376,1.037913203239441,4.669000148773193,1,0.109951451420784,-0.5990445546555884,837.1,0.0,0.0,0.0,-1.0,0.0,-1.0,-8.0,0.0,-10.0,0.0,0.2644070088863373,-5.799290180206299,-7.51830005645752,-13.053193241357803,-21.750370626815695,0.0,,,2B,2005,0.14,142,28,,,,,,,,,,,,,,,
Mike Mahoney,STL,26,75,1,5,6,0,0.053333333,0.133333333,0.0625,0.16981132,0.15625,0.217391304,0.21875,0.1945717317216536,,10.888865472887952,-1.017277221661061,-9.410120651942874,1.6060783863067627,-0.5376917042591044,Mike Mahoney,1544,150299,64,10,8,1,0,4,1,10,1,0,6,3,0,0.4,0.436141304,1.44093405875,-1.0,0.0,,-0.017277221661061,0.8335638666737727,-8.154648182333643,-0.7995419502258301,-1.5445860624313354,0.7450439929962158,-7.50600004196167,-0.7591005563735962,1.0359690189361572,0.0,1,-0.5476572513580322,-0.2241244676038769,187.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,-0.34,14,2,,,,,,,,,,,,,,,
Pat Borders,SEA,39,125,1,12,7,0,0.032,0.176,0.068376068,0.231578947,0.196581196,0.227642276,0.264957264,0.2151688816117458,,26.728454900077832,-0.1302351319463923,-11.314060394068004,1.6834704875946045,-0.5425530207027218,Pat Borders,1068,111232,117,23,17,5,0,4,1,22,1,1,2,4,0,0.181818181,0.49259954,2.16208790875,0.3000000119209289,-0.4000000059604645,,-0.0302351379068568,3.5211332736092285,-11.459220141403131,-0.6841580867767334,-2.1425859928131104,1.4584280252456665,-12.72599983215332,-1.3326274156570437,0.8823791742324829,,0,-1.1996769905090332,0.4243208774504579,313.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,-0.42,31,6,,,,,,,,,,,,,,,
Conor Jackson,ARI,40,99,2,8,8,0,0.121212121,0.111111111,0.105882352,0.205479452,0.2,0.303030303,0.305882352,0.27917153004444,,59.76557439539864,-0.8359941641101614,-5.838054030661203,-2.837218761444092,-0.5466794615509625,Conor Jackson,5997,433582,85,17,12,3,0,12,0,11,1,1,0,6,0,1.09090909,0.608912655,0.9067460275,0.6000000238418579,-1.399999976158142,,-0.0359942117938771,8.035298372742057,-3.829141531947733,-0.5943799614906311,-1.9994319677352903,1.4050519466400146,-6.515000343322754,-0.6812236905097961,1.0750079154968262,1.366389513015747,19,-0.5326618552207947,-0.020245665665628,170.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-4.0,0.0,-7.0,-0.5942630171775818,-0.243938997387886,0.7019200623035431,-1.2743228524923325,-1.410607010126114,-47.91294416146619,0.0,,,1B,2005,-1.18,26,5,,,,,,,,,,,,,,,
